x,y,smape_val
9.99999999999998e-06,0.0,12.715722354434458
9.99999999999998e-06,0.1,12.712012525898563
9.99999999999998e-06,0.2,12.709288027660204
9.99999999999998e-06,0.30000000000000004,12.702664731668909
9.99999999999998e-06,0.4,12.694489734797711
9.99999999999998e-06,0.5,12.68684746222564
9.99999999999998e-06,0.6000000000000001,12.680209960179681
9.99999999999998e-06,0.7000000000000001,12.674298837089268
9.99999999999998e-06,0.8,12.669125264819952
9.99999999999998e-06,0.9,12.665360273402811
9.99999999999998e-06,1.0,12.662683299501968
1.3257113655901058e-05,0.0,12.728863925269456
1.3257113655901058e-05,0.1,12.725917575690318
1.3257113655901058e-05,0.2,12.718505146446866
1.3257113655901058e-05,0.30000000000000004,12.712786565048715
1.3257113655901058e-05,0.4,12.70907642076729
1.3257113655901058e-05,0.5,12.699448613885131
1.3257113655901058e-05,0.6000000000000001,12.688945012163256
1.3257113655901058e-05,0.7000000000000001,12.679959486811295
1.3257113655901058e-05,0.8,12.67228079382115
1.3257113655901058e-05,0.9,12.666297030059685
1.3257113655901058e-05,1.0,12.662579666582236
1.7575106248547897e-05,0.0,12.756365925302662
1.7575106248547897e-05,0.1,12.74975116590821
1.7575106248547897e-05,0.2,12.736778833155856
1.7575106248547897e-05,0.30000000000000004,12.717079255031482
1.7575106248547897e-05,0.4,12.718061791838576
1.7575106248547897e-05,0.5,12.711205034297986
1.7575106248547897e-05,0.6000000000000001,12.702692724112701
1.7575106248547897e-05,0.7000000000000001,12.688587610547023
1.7575106248547897e-05,0.8,12.677023743487009
1.7575106248547897e-05,0.9,12.667783767863641
1.7575106248547897e-05,1.0,12.662442339799384
2.329951810515368e-05,0.0,12.81057995896877
2.329951810515368e-05,0.1,12.796310608268879
2.329951810515368e-05,0.2,12.777309731449279
2.329951810515368e-05,0.30000000000000004,12.752379840653838
2.329951810515368e-05,0.4,12.735866895203834
2.329951810515368e-05,0.5,12.7239209152083
2.329951810515368e-05,0.6000000000000001,12.712606942443475
2.329951810515368e-05,0.7000000000000001,12.702179760521895
2.329951810515368e-05,0.8,12.684057062054766
2.329951810515368e-05,0.9,12.670256567154572
2.329951810515368e-05,1.0,12.662260172698419
3.088843596477474e-05,0.0,12.89086817027449
3.088843596477474e-05,0.1,12.849819173047864
3.088843596477474e-05,0.2,12.815335774915908
3.088843596477474e-05,0.30000000000000004,12.801360084168904
3.088843596477474e-05,0.4,12.776237892418902
3.088843596477474e-05,0.5,12.747079198829578
3.088843596477474e-05,0.6000000000000001,12.715908143796103
3.088843596477474e-05,0.7000000000000001,12.712182772490651
3.088843596477474e-05,0.8,12.695234941867135
3.088843596477474e-05,0.9,12.674089679581915
3.088843596477474e-05,1.0,12.661986202026846
4.094915062380421e-05,0.0,13.004302762903233
4.094915062380421e-05,0.1,12.955421684859653
4.094915062380421e-05,0.2,12.907943016767748
4.094915062380421e-05,0.30000000000000004,12.861525756060555
4.094915062380421e-05,0.4,12.814005179436927
4.094915062380421e-05,0.5,12.791758003540362
4.094915062380421e-05,0.6000000000000001,12.752246939377287
4.094915062380421e-05,0.7000000000000001,12.716582895733985
4.094915062380421e-05,0.8,12.708761396646839
4.094915062380421e-05,0.9,12.679778225681213
4.094915062380421e-05,1.0,12.661612324688292
5.428675439323852e-05,0.0,13.182897295818211
5.428675439323852e-05,0.1,13.094388667522033
5.428675439323852e-05,0.2,13.034182635469188
5.428675439323852e-05,0.30000000000000004,12.971403412744827
5.428675439323852e-05,0.4,12.90574240279686
5.428675439323852e-05,0.5,12.841261005753143
5.428675439323852e-05,0.6000000000000001,12.80136096934126
5.428675439323852e-05,0.7000000000000001,12.751365504782747
5.428675439323852e-05,0.8,12.718562947098015
5.428675439323852e-05,0.9,12.688574266097891
5.428675439323852e-05,1.0,12.66111756163452
7.196856730011506e-05,0.0,13.427392479336397
7.196856730011506e-05,0.1,13.326007045422788
7.196856730011506e-05,0.2,13.23121037795682
7.196856730011506e-05,0.30000000000000004,13.121673961768025
7.196856730011506e-05,0.4,13.030519165168942
7.196856730011506e-05,0.5,12.942667962232635
7.196856730011506e-05,0.6000000000000001,12.862262959797455
7.196856730011506e-05,0.7000000000000001,12.799861795239389
7.196856730011506e-05,0.8,12.738176039859429
7.196856730011506e-05,0.9,12.702302906129766
7.196856730011506e-05,1.0,12.660462457081165
9.540954763499933e-05,0.0,13.737198417315627
9.540954763499933e-05,0.1,13.61486116145838
9.540954763499933e-05,0.2,13.487309877800335
9.540954763499933e-05,0.30000000000000004,13.353725239173794
9.540954763499933e-05,0.4,13.225839447868953
9.540954763499933e-05,0.5,13.084445097359133
9.540954763499933e-05,0.6000000000000001,12.972474057417847
9.540954763499933e-05,0.7000000000000001,12.85933985190175
9.540954763499933e-05,0.8,12.77886932646759
9.540954763499933e-05,0.9,12.711152729806784
9.540954763499933e-05,1.0,12.65959524725181
0.00012648552168552946,0.0,14.101197901360074
0.00012648552168552946,0.1,13.958705348599507
0.00012648552168552946,0.2,13.810196419785811
0.00012648552168552946,0.30000000000000004,13.648623165373081
0.00012648552168552946,0.4,13.480243466914416
0.00012648552168552946,0.5,13.299701926536825
0.00012648552168552946,0.6000000000000001,13.124094170058044
0.00012648552168552946,0.7000000000000001,12.968619052759317
0.00012648552168552946,0.8,12.81533835327539
0.00012648552168552946,0.9,12.717741079181089
0.00012648552168552946,1.0,12.658449723092058
0.0001676832936811008,0.0,14.506459370789923
0.0001676832936811008,0.1,14.352551997939782
0.0001676832936811008,0.2,14.182301146324209
0.0001676832936811008,0.30000000000000004,13.99856175105684
0.0001676832936811008,0.4,13.802162771361132
