"MTU","Scheduled Generation [MW] (D) - BZN|DK1","Scheduled Consumption [MW] (D) - BZN|DK1"
"26.05.2016 05:00 - 26.05.2016 06:00 (CET/CEST)","1254",""
"26.05.2016 06:00 - 26.05.2016 07:00 (CET/CEST)","1486",""
"26.05.2016 07:00 - 26.05.2016 08:00 (CET/CEST)","1939",""
"26.05.2016 08:00 - 26.05.2016 09:00 (CET/CEST)","2140",""
"26.05.2016 09:00 - 26.05.2016 10:00 (CET/CEST)","1935",""
"26.05.2016 10:00 - 26.05.2016 11:00 (CET/CEST)","1557",""
"26.05.2016 11:00 - 26.05.2016 12:00 (CET/CEST)","1448",""
"26.05.2016 12:00 - 26.05.2016 13:00 (CET/CEST)","1508",""
"26.05.2016 13:00 - 26.05.2016 14:00 (CET/CEST)","1457",""
"26.05.2016 14:00 - 26.05.2016 15:00 (CET/CEST)","1442",""
"26.05.2016 15:00 - 26.05.2016 16:00 (CET/CEST)","1445",""
"26.05.2016 16:00 - 26.05.2016 17:00 (CET/CEST)","1687",""
"26.05.2016 17:00 - 26.05.2016 18:00 (CET/CEST)","1891",""
"26.05.2016 18:00 - 26.05.2016 19:00 (CET/CEST)","1853",""
"26.05.2016 19:00 - 26.05.2016 20:00 (CET/CEST)","1758",""
"26.05.2016 20:00 - 26.05.2016 21:00 (CET/CEST)","1625",""
"26.05.2016 21:00 - 26.05.2016 22:00 (CET/CEST)","1434",""
"26.05.2016 22:00 - 26.05.2016 23:00 (CET/CEST)","1342",""
"26.05.2016 23:00 - 27.05.2016 00:00 (CET/CEST)","976",""
"27.05.2016 00:00 - 27.05.2016 01:00 (CET/CEST)","853",""
"27.05.2016 01:00 - 27.05.2016 02:00 (CET/CEST)","845",""
"27.05.2016 02:00 - 27.05.2016 03:00 (CET/CEST)","833",""
"27.05.2016 03:00 - 27.05.2016 04:00 (CET/CEST)","775",""
"27.05.2016 04:00 - 27.05.2016 05:00 (CET/CEST)","815",""
"27.05.2016 05:00 - 27.05.2016 06:00 (CET/CEST)","879",""
"27.05.2016 06:00 - 27.05.2016 07:00 (CET/CEST)","1183",""
"27.05.2016 07:00 - 27.05.2016 08:00 (CET/CEST)","1691",""
"27.05.2016 08:00 - 27.05.2016 09:00 (CET/CEST)","2035",""
"27.05.2016 09:00 - 27.05.2016 10:00 (CET/CEST)","2109",""
"27.05.2016 10:00 - 27.05.2016 11:00 (CET/CEST)","2135",""
"27.05.2016 11:00 - 27.05.2016 12:00 (CET/CEST)","2208",""
"27.05.2016 12:00 - 27.05.2016 13:00 (CET/CEST)","2186",""
"27.05.2016 13:00 - 27.05.2016 14:00 (CET/CEST)","1961",""
"27.05.2016 14:00 - 27.05.2016 15:00 (CET/CEST)","1956",""
"27.05.2016 15:00 - 27.05.2016 16:00 (CET/CEST)","1921",""
"27.05.2016 16:00 - 27.05.2016 17:00 (CET/CEST)","1992",""
"27.05.2016 17:00 - 27.05.2016 18:00 (CET/CEST)","1951",""
"27.05.2016 18:00 - 27.05.2016 19:00 (CET/CEST)","1851",""
"27.05.2016 19:00 - 27.05.2016 20:00 (CET/CEST)","1628",""
"27.05.2016 20:00 - 27.05.2016 21:00 (CET/CEST)","1595",""
"27.05.2016 21:00 - 27.05.2016 22:00 (CET/CEST)","1396",""
"27.05.2016 22:00 - 27.05.2016 23:00 (CET/CEST)","1280",""
"27.05.2016 23:00 - 28.05.2016 00:00 (CET/CEST)","1233",""
"28.05.2016 00:00 - 28.05.2016 01:00 (CET/CEST)","1000",""
"28.05.2016 01:00 - 28.05.2016 02:00 (CET/CEST)","973",""
"28.05.2016 02:00 - 28.05.2016 03:00 (CET/CEST)","965",""
"28.05.2016 03:00 - 28.05.2016 04:00 (CET/CEST)","884",""
"28.05.2016 04:00 - 28.05.2016 05:00 (CET/CEST)","892",""
"28.05.2016 05:00 - 28.05.2016 06:00 (CET/CEST)","875",""
"28.05.2016 06:00 - 28.05.2016 07:00 (CET/CEST)","821",""
"28.05.2016 07:00 - 28.05.2016 08:00 (CET/CEST)","805",""
"28.05.2016 08:00 - 28.05.2016 09:00 (CET/CEST)","1007",""
"28.05.2016 09:00 - 28.05.2016 10:00 (CET/CEST)","1080",""
"28.05.2016 10:00 - 28.05.2016 11:00 (CET/CEST)","1113",""
"28.05.2016 11:00 - 28.05.2016 12:00 (CET/CEST)","1159",""
"28.05.2016 12:00 - 28.05.2016 13:00 (CET/CEST)","1038",""
"28.05.2016 13:00 - 28.05.2016 14:00 (CET/CEST)","1020",""
"28.05.2016 14:00 - 28.05.2016 15:00 (CET/CEST)","1041",""
"28.05.2016 15:00 - 28.05.2016 16:00 (CET/CEST)","1017",""
"28.05.2016 16:00 - 28.05.2016 17:00 (CET/CEST)","966",""
"28.05.2016 17:00 - 28.05.2016 18:00 (CET/CEST)","908",""
"28.05.2016 18:00 - 28.05.2016 19:00 (CET/CEST)","1084",""
"28.05.2016 19:00 - 28.05.2016 20:00 (CET/CEST)","964",""
"28.05.2016 20:00 - 28.05.2016 21:00 (CET/CEST)","891",""
"28.05.2016 21:00 - 28.05.2016 22:00 (CET/CEST)","1038",""
"28.05.2016 22:00 - 28.05.2016 23:00 (CET/CEST)","929",""
"28.05.2016 23:00 - 29.05.2016 00:00 (CET/CEST)","999",""
"29.05.2016 00:00 - 29.05.2016 01:00 (CET/CEST)","996",""
"29.05.2016 01:00 - 29.05.2016 02:00 (CET/CEST)","932",""
"29.05.2016 02:00 - 29.05.2016 03:00 (CET/CEST)","871",""
"29.05.2016 03:00 - 29.05.2016 04:00 (CET/CEST)","847",""
"29.05.2016 04:00 - 29.05.2016 05:00 (CET/CEST)","866",""
"29.05.2016 05:00 - 29.05.2016 06:00 (CET/CEST)","852",""
"29.05.2016 06:00 - 29.05.2016 07:00 (CET/CEST)","787",""
"29.05.2016 07:00 - 29.05.2016 08:00 (CET/CEST)","764",""
"29.05.2016 08:00 - 29.05.2016 09:00 (CET/CEST)","819",""
"29.05.2016 09:00 - 29.05.2016 10:00 (CET/CEST)","938",""
"29.05.2016 10:00 - 29.05.2016 11:00 (CET/CEST)","1119",""
"29.05.2016 11:00 - 29.05.2016 12:00 (CET/CEST)","1366",""
"29.05.2016 12:00 - 29.05.2016 13:00 (CET/CEST)","1566",""
"29.05.2016 13:00 - 29.05.2016 14:00 (CET/CEST)","1488",""
"29.05.2016 14:00 - 29.05.2016 15:00 (CET/CEST)","1579",""
"29.05.2016 15:00 - 29.05.2016 16:00 (CET/CEST)","1556",""
"29.05.2016 16:00 - 29.05.2016 17:00 (CET/CEST)","1631",""
"29.05.2016 17:00 - 29.05.2016 18:00 (CET/CEST)","1703",""
"29.05.2016 18:00 - 29.05.2016 19:00 (CET/CEST)","1697",""
"29.05.2016 19:00 - 29.05.2016 20:00 (CET/CEST)","1827",""
"29.05.2016 20:00 - 29.05.2016 21:00 (CET/CEST)","1820",""
"29.05.2016 21:00 - 29.05.2016 22:00 (CET/CEST)","1880",""
"29.05.2016 22:00 - 29.05.2016 23:00 (CET/CEST)","1837",""
"29.05.2016 23:00 - 30.05.2016 00:00 (CET/CEST)","1814",""
"30.05.2016 00:00 - 30.05.2016 01:00 (CET/CEST)","1938",""
"30.05.2016 01:00 - 30.05.2016 02:00 (CET/CEST)","1982",""
"30.05.2016 02:00 - 30.05.2016 03:00 (CET/CEST)","2005",""
"30.05.2016 03:00 - 30.05.2016 04:00 (CET/CEST)","1919",""
"30.05.2016 04:00 - 30.05.2016 05:00 (CET/CEST)","1893",""
"30.05.2016 05:00 - 30.05.2016 06:00 (CET/CEST)","1881",""
"30.05.2016 06:00 - 30.05.2016 07:00 (CET/CEST)","2081",""
"30.05.2016 07:00 - 30.05.2016 08:00 (CET/CEST)","2251",""
"30.05.2016 08:00 - 30.05.2016 09:00 (CET/CEST)","2248",""
"30.05.2016 09:00 - 30.05.2016 10:00 (CET/CEST)","2404",""
"30.05.2016 10:00 - 30.05.2016 11:00 (CET/CEST)","2462",""
"30.05.2016 11:00 - 30.05.2016 12:00 (CET/CEST)","2353",""
"30.05.2016 12:00 - 30.05.2016 13:00 (CET/CEST)","2357",""
"30.05.2016 13:00 - 30.05.2016 14:00 (CET/CEST)","2505",""
"30.05.2016 14:00 - 30.05.2016 15:00 (CET/CEST)","2575",""
"30.05.2016 15:00 - 30.05.2016 16:00 (CET/CEST)","2539",""
"30.05.2016 16:00 - 30.05.2016 17:00 (CET/CEST)","2452",""
"30.05.2016 17:00 - 30.05.2016 18:00 (CET/CEST)","2296",""
"30.05.2016 18:00 - 30.05.2016 19:00 (CET/CEST)","2244",""
"30.05.2016 19:00 - 30.05.2016 20:00 (CET/CEST)","2118",""
"30.05.2016 20:00 - 30.05.2016 21:00 (CET/CEST)","1933",""
"30.05.2016 21:00 - 30.05.2016 22:00 (CET/CEST)","1917",""
"30.05.2016 22:00 - 30.05.2016 23:00 (CET/CEST)","2029",""
"30.05.2016 23:00 - 31.05.2016 00:00 (CET/CEST)","2068",""
"31.05.2016 00:00 - 31.05.2016 01:00 (CET/CEST)","2091",""
"31.05.2016 01:00 - 31.05.2016 02:00 (CET/CEST)","1982",""
"31.05.2016 02:00 - 31.05.2016 03:00 (CET/CEST)","1959",""
"31.05.2016 03:00 - 31.05.2016 04:00 (CET/CEST)","1913",""
"31.05.2016 04:00 - 31.05.2016 05:00 (CET/CEST)","1879",""
"31.05.2016 05:00 - 31.05.2016 06:00 (CET/CEST)","1873",""
"31.05.2016 06:00 - 31.05.2016 07:00 (CET/CEST)","1992",""
"31.05.2016 07:00 - 31.05.2016 08:00 (CET/CEST)","2089",""
"31.05.2016 08:00 - 31.05.2016 09:00 (CET/CEST)","2528",""
"31.05.2016 09:00 - 31.05.2016 10:00 (CET/CEST)","2466",""
"31.05.2016 10:00 - 31.05.2016 11:00 (CET/CEST)","2502",""
"31.05.2016 11:00 - 31.05.2016 12:00 (CET/CEST)","2492",""
"31.05.2016 12:00 - 31.05.2016 13:00 (CET/CEST)","2528",""
"31.05.2016 13:00 - 31.05.2016 14:00 (CET/CEST)","2521",""
"31.05.2016 14:00 - 31.05.2016 15:00 (CET/CEST)","2444",""
"31.05.2016 15:00 - 31.05.2016 16:00 (CET/CEST)","2340",""
"31.05.2016 16:00 - 31.05.2016 17:00 (CET/CEST)","2078",""
"31.05.2016 17:00 - 31.05.2016 18:00 (CET/CEST)","2057",""
"31.05.2016 18:00 - 31.05.2016 19:00 (CET/CEST)","2049",""
"31.05.2016 19:00 - 31.05.2016 20:00 (CET/CEST)","2084",""
"31.05.2016 20:00 - 31.05.2016 21:00 (CET/CEST)","2050",""
"31.05.2016 21:00 - 31.05.2016 22:00 (CET/CEST)","1999",""
"31.05.2016 22:00 - 31.05.2016 23:00 (CET/CEST)","2001",""
"31.05.2016 23:00 - 01.06.2016 00:00 (CET/CEST)","1629",""
"01.06.2016 00:00 - 01.06.2016 01:00 (CET/CEST)","1501",""
"01.06.2016 01:00 - 01.06.2016 02:00 (CET/CEST)","1448",""
"01.06.2016 02:00 - 01.06.2016 03:00 (CET/CEST)","1428",""
"01.06.2016 03:00 - 01.06.2016 04:00 (CET/CEST)","1333",""
"01.06.2016 04:00 - 01.06.2016 05:00 (CET/CEST)","1308",""
"01.06.2016 05:00 - 01.06.2016 06:00 (CET/CEST)","1253",""
"01.06.2016 06:00 - 01.06.2016 07:00 (CET/CEST)","1631",""
"01.06.2016 07:00 - 01.06.2016 08:00 (CET/CEST)","1719",""
"01.06.2016 08:00 - 01.06.2016 09:00 (CET/CEST)","1747",""
"01.06.2016 09:00 - 01.06.2016 10:00 (CET/CEST)","1739",""
"01.06.2016 10:00 - 01.06.2016 11:00 (CET/CEST)","1850",""
"01.06.2016 11:00 - 01.06.2016 12:00 (CET/CEST)","2005",""
"01.06.2016 12:00 - 01.06.2016 13:00 (CET/CEST)","2050",""
"01.06.2016 13:00 - 01.06.2016 14:00 (CET/CEST)","2141",""
"01.06.2016 14:00 - 01.06.2016 15:00 (CET/CEST)","2172",""
"01.06.2016 15:00 - 01.06.2016 16:00 (CET/CEST)","2099",""
"01.06.2016 16:00 - 01.06.2016 17:00 (CET/CEST)","1847",""
"01.06.2016 17:00 - 01.06.2016 18:00 (CET/CEST)","1837",""
"01.06.2016 18:00 - 01.06.2016 19:00 (CET/CEST)","1830",""
"01.06.2016 19:00 - 01.06.2016 20:00 (CET/CEST)","1945",""
"01.06.2016 20:00 - 01.06.2016 21:00 (CET/CEST)","1705",""
"01.06.2016 21:00 - 01.06.2016 22:00 (CET/CEST)","1689",""
"01.06.2016 22:00 - 01.06.2016 23:00 (CET/CEST)","1501",""
"01.06.2016 23:00 - 02.06.2016 00:00 (CET/CEST)","1442",""
"02.06.2016 00:00 - 02.06.2016 01:00 (CET/CEST)","1264",""
"02.06.2016 01:00 - 02.06.2016 02:00 (CET/CEST)","1085",""
"02.06.2016 02:00 - 02.06.2016 03:00 (CET/CEST)","1012",""
"02.06.2016 03:00 - 02.06.2016 04:00 (CET/CEST)","1006",""
"02.06.2016 04:00 - 02.06.2016 05:00 (CET/CEST)","1031",""
"02.06.2016 05:00 - 02.06.2016 06:00 (CET/CEST)","987",""
"02.06.2016 06:00 - 02.06.2016 07:00 (CET/CEST)","1201",""
"02.06.2016 07:00 - 02.06.2016 08:00 (CET/CEST)","1394",""
"02.06.2016 08:00 - 02.06.2016 09:00 (CET/CEST)","1464",""
"02.06.2016 09:00 - 02.06.2016 10:00 (CET/CEST)","1438",""
"02.06.2016 10:00 - 02.06.2016 11:00 (CET/CEST)","1473",""
"02.06.2016 11:00 - 02.06.2016 12:00 (CET/CEST)","1567",""
"02.06.2016 12:00 - 02.06.2016 13:00 (CET/CEST)","1649",""
"02.06.2016 13:00 - 02.06.2016 14:00 (CET/CEST)","1712",""
"02.06.2016 14:00 - 02.06.2016 15:00 (CET/CEST)","1883",""
"02.06.2016 15:00 - 02.06.2016 16:00 (CET/CEST)","1896",""
"02.06.2016 16:00 - 02.06.2016 17:00 (CET/CEST)","1991",""
"02.06.2016 17:00 - 02.06.2016 18:00 (CET/CEST)","1966",""
"02.06.2016 18:00 - 02.06.2016 19:00 (CET/CEST)","2026",""
"02.06.2016 19:00 - 02.06.2016 20:00 (CET/CEST)","1908",""
"02.06.2016 20:00 - 02.06.2016 21:00 (CET/CEST)","1729",""
"02.06.2016 21:00 - 02.06.2016 22:00 (CET/CEST)","1437",""
"02.06.2016 22:00 - 02.06.2016 23:00 (CET/CEST)","1419",""
"02.06.2016 23:00 - 03.06.2016 00:00 (CET/CEST)","1146",""
"03.06.2016 00:00 - 03.06.2016 01:00 (CET/CEST)","1000",""
"03.06.2016 01:00 - 03.06.2016 02:00 (CET/CEST)","920",""
"03.06.2016 02:00 - 03.06.2016 03:00 (CET/CEST)","931",""
"03.06.2016 03:00 - 03.06.2016 04:00 (CET/CEST)","887",""
"03.06.2016 04:00 - 03.06.2016 05:00 (CET/CEST)","870",""
"03.06.2016 05:00 - 03.06.2016 06:00 (CET/CEST)","903",""
"03.06.2016 06:00 - 03.06.2016 07:00 (CET/CEST)","1170",""
"03.06.2016 07:00 - 03.06.2016 08:00 (CET/CEST)","1333",""
"03.06.2016 08:00 - 03.06.2016 09:00 (CET/CEST)","1374",""
"03.06.2016 09:00 - 03.06.2016 10:00 (CET/CEST)","1440",""
"03.06.2016 10:00 - 03.06.2016 11:00 (CET/CEST)","1453",""
"03.06.2016 11:00 - 03.06.2016 12:00 (CET/CEST)","1475",""
"03.06.2016 12:00 - 03.06.2016 13:00 (CET/CEST)","1481",""
"03.06.2016 13:00 - 03.06.2016 14:00 (CET/CEST)","1424",""
"03.06.2016 14:00 - 03.06.2016 15:00 (CET/CEST)","1397",""
"03.06.2016 15:00 - 03.06.2016 16:00 (CET/CEST)","1235",""
"03.06.2016 16:00 - 03.06.2016 17:00 (CET/CEST)","1071",""
"03.06.2016 17:00 - 03.06.2016 18:00 (CET/CEST)","994",""
"03.06.2016 18:00 - 03.06.2016 19:00 (CET/CEST)","895",""
"03.06.2016 19:00 - 03.06.2016 20:00 (CET/CEST)","833",""
"03.06.2016 20:00 - 03.06.2016 21:00 (CET/CEST)","768",""
"03.06.2016 21:00 - 03.06.2016 22:00 (CET/CEST)","681",""
"03.06.2016 22:00 - 03.06.2016 23:00 (CET/CEST)","676",""
"03.06.2016 23:00 - 04.06.2016 00:00 (CET/CEST)","652",""
"04.06.2016 00:00 - 04.06.2016 01:00 (CET/CEST)","434",""
"04.06.2016 01:00 - 04.06.2016 02:00 (CET/CEST)","382",""
"04.06.2016 02:00 - 04.06.2016 03:00 (CET/CEST)","384",""
"04.06.2016 03:00 - 04.06.2016 04:00 (CET/CEST)","418",""
"04.06.2016 04:00 - 04.06.2016 05:00 (CET/CEST)","438",""
"04.06.2016 05:00 - 04.06.2016 06:00 (CET/CEST)","456",""
"04.06.2016 06:00 - 04.06.2016 07:00 (CET/CEST)","533",""
"04.06.2016 07:00 - 04.06.2016 08:00 (CET/CEST)","610",""
"04.06.2016 08:00 - 04.06.2016 09:00 (CET/CEST)","835",""
"04.06.2016 09:00 - 04.06.2016 10:00 (CET/CEST)","907",""
"04.06.2016 10:00 - 04.06.2016 11:00 (CET/CEST)","768",""
"04.06.2016 11:00 - 04.06.2016 12:00 (CET/CEST)","805",""
"04.06.2016 12:00 - 04.06.2016 13:00 (CET/CEST)","793",""
"04.06.2016 13:00 - 04.06.2016 14:00 (CET/CEST)","807",""
"04.06.2016 14:00 - 04.06.2016 15:00 (CET/CEST)","826",""
"04.06.2016 15:00 - 04.06.2016 16:00 (CET/CEST)","837",""
"04.06.2016 16:00 - 04.06.2016 17:00 (CET/CEST)","828",""
"04.06.2016 17:00 - 04.06.2016 18:00 (CET/CEST)","771",""
"04.06.2016 18:00 - 04.06.2016 19:00 (CET/CEST)","864",""
"04.06.2016 19:00 - 04.06.2016 20:00 (CET/CEST)","785",""
"04.06.2016 20:00 - 04.06.2016 21:00 (CET/CEST)","732",""
"04.06.2016 21:00 - 04.06.2016 22:00 (CET/CEST)","679",""
"04.06.2016 22:00 - 04.06.2016 23:00 (CET/CEST)","762",""
"04.06.2016 23:00 - 05.06.2016 00:00 (CET/CEST)","633",""
"05.06.2016 00:00 - 05.06.2016 01:00 (CET/CEST)","435",""
"05.06.2016 01:00 - 05.06.2016 02:00 (CET/CEST)","416",""
"05.06.2016 02:00 - 05.06.2016 03:00 (CET/CEST)","448",""
"05.06.2016 03:00 - 05.06.2016 04:00 (CET/CEST)","490",""
"05.06.2016 04:00 - 05.06.2016 05:00 (CET/CEST)","493",""
"05.06.2016 05:00 - 05.06.2016 06:00 (CET/CEST)","507",""
"05.06.2016 06:00 - 05.06.2016 07:00 (CET/CEST)","539",""
"05.06.2016 07:00 - 05.06.2016 08:00 (CET/CEST)","578",""
"05.06.2016 08:00 - 05.06.2016 09:00 (CET/CEST)","610",""
"05.06.2016 09:00 - 05.06.2016 10:00 (CET/CEST)","676",""
"05.06.2016 10:00 - 05.06.2016 11:00 (CET/CEST)","748",""
"05.06.2016 11:00 - 05.06.2016 12:00 (CET/CEST)","805",""
"05.06.2016 12:00 - 05.06.2016 13:00 (CET/CEST)","855",""
"05.06.2016 13:00 - 05.06.2016 14:00 (CET/CEST)","879",""
"05.06.2016 14:00 - 05.06.2016 15:00 (CET/CEST)","872",""
"05.06.2016 15:00 - 05.06.2016 16:00 (CET/CEST)","872",""
"05.06.2016 16:00 - 05.06.2016 17:00 (CET/CEST)","816",""
"05.06.2016 17:00 - 05.06.2016 18:00 (CET/CEST)","738",""
"05.06.2016 18:00 - 05.06.2016 19:00 (CET/CEST)","720",""
"05.06.2016 19:00 - 05.06.2016 20:00 (CET/CEST)","764",""
"05.06.2016 20:00 - 05.06.2016 21:00 (CET/CEST)","825",""
"05.06.2016 21:00 - 05.06.2016 22:00 (CET/CEST)","819",""
"05.06.2016 22:00 - 05.06.2016 23:00 (CET/CEST)","847",""
"05.06.2016 23:00 - 06.06.2016 00:00 (CET/CEST)","798",""
"06.06.2016 00:00 - 06.06.2016 01:00 (CET/CEST)","611",""
"06.06.2016 01:00 - 06.06.2016 02:00 (CET/CEST)","639",""
"06.06.2016 02:00 - 06.06.2016 03:00 (CET/CEST)","766",""
"06.06.2016 03:00 - 06.06.2016 04:00 (CET/CEST)","856",""
"06.06.2016 04:00 - 06.06.2016 05:00 (CET/CEST)","880",""
"06.06.2016 05:00 - 06.06.2016 06:00 (CET/CEST)","933",""
"06.06.2016 06:00 - 06.06.2016 07:00 (CET/CEST)","1352",""
"06.06.2016 07:00 - 06.06.2016 08:00 (CET/CEST)","1720",""
"06.06.2016 08:00 - 06.06.2016 09:00 (CET/CEST)","1843",""
"06.06.2016 09:00 - 06.06.2016 10:00 (CET/CEST)","1864",""
"06.06.2016 10:00 - 06.06.2016 11:00 (CET/CEST)","1991",""
"06.06.2016 11:00 - 06.06.2016 12:00 (CET/CEST)","2057",""
"06.06.2016 12:00 - 06.06.2016 13:00 (CET/CEST)","1918",""
"06.06.2016 13:00 - 06.06.2016 14:00 (CET/CEST)","1881",""
"06.06.2016 14:00 - 06.06.2016 15:00 (CET/CEST)","1778",""
"06.06.2016 15:00 - 06.06.2016 16:00 (CET/CEST)","1937",""
"06.06.2016 16:00 - 06.06.2016 17:00 (CET/CEST)","1849",""
"06.06.2016 17:00 - 06.06.2016 18:00 (CET/CEST)","1818",""
"06.06.2016 18:00 - 06.06.2016 19:00 (CET/CEST)","1705",""
"06.06.2016 19:00 - 06.06.2016 20:00 (CET/CEST)","1646",""
"06.06.2016 20:00 - 06.06.2016 21:00 (CET/CEST)","1551",""
"06.06.2016 21:00 - 06.06.2016 22:00 (CET/CEST)","1477",""
"06.06.2016 22:00 - 06.06.2016 23:00 (CET/CEST)","1549",""
"06.06.2016 23:00 - 07.06.2016 00:00 (CET/CEST)","1594",""
"07.06.2016 00:00 - 07.06.2016 01:00 (CET/CEST)","1250",""
"07.06.2016 01:00 - 07.06.2016 02:00 (CET/CEST)","1095",""
"07.06.2016 02:00 - 07.06.2016 03:00 (CET/CEST)","974",""
"07.06.2016 03:00 - 07.06.2016 04:00 (CET/CEST)","912",""
"07.06.2016 04:00 - 07.06.2016 05:00 (CET/CEST)","944",""
"07.06.2016 05:00 - 07.06.2016 06:00 (CET/CEST)","1042",""
"07.06.2016 06:00 - 07.06.2016 07:00 (CET/CEST)","1498",""
"07.06.2016 07:00 - 07.06.2016 08:00 (CET/CEST)","1675",""
"07.06.2016 08:00 - 07.06.2016 09:00 (CET/CEST)","1711",""
"07.06.2016 09:00 - 07.06.2016 10:00 (CET/CEST)","1720",""
"07.06.2016 10:00 - 07.06.2016 11:00 (CET/CEST)","1735",""
"07.06.2016 11:00 - 07.06.2016 12:00 (CET/CEST)","1733",""
"07.06.2016 12:00 - 07.06.2016 13:00 (CET/CEST)","1590",""
"07.06.2016 13:00 - 07.06.2016 14:00 (CET/CEST)","1505",""
"07.06.2016 14:00 - 07.06.2016 15:00 (CET/CEST)","1413",""
"07.06.2016 15:00 - 07.06.2016 16:00 (CET/CEST)","1423",""
"07.06.2016 16:00 - 07.06.2016 17:00 (CET/CEST)","1660",""
"07.06.2016 17:00 - 07.06.2016 18:00 (CET/CEST)","1638",""
"07.06.2016 18:00 - 07.06.2016 19:00 (CET/CEST)","1606",""
"07.06.2016 19:00 - 07.06.2016 20:00 (CET/CEST)","1667",""
"07.06.2016 20:00 - 07.06.2016 21:00 (CET/CEST)","1607",""
"07.06.2016 21:00 - 07.06.2016 22:00 (CET/CEST)","1517",""
"07.06.2016 22:00 - 07.06.2016 23:00 (CET/CEST)","1441",""
"07.06.2016 23:00 - 08.06.2016 00:00 (CET/CEST)","1564",""
"08.06.2016 00:00 - 08.06.2016 01:00 (CET/CEST)","1620",""
"08.06.2016 01:00 - 08.06.2016 02:00 (CET/CEST)","1496",""
"08.06.2016 02:00 - 08.06.2016 03:00 (CET/CEST)","1569",""
"08.06.2016 03:00 - 08.06.2016 04:00 (CET/CEST)","1722",""
"08.06.2016 04:00 - 08.06.2016 05:00 (CET/CEST)","1822",""
"08.06.2016 05:00 - 08.06.2016 06:00 (CET/CEST)","1947",""
"08.06.2016 06:00 - 08.06.2016 07:00 (CET/CEST)","2175",""
"08.06.2016 07:00 - 08.06.2016 08:00 (CET/CEST)","2353",""
"08.06.2016 08:00 - 08.06.2016 09:00 (CET/CEST)","2383",""
"08.06.2016 09:00 - 08.06.2016 10:00 (CET/CEST)","2427",""
"08.06.2016 10:00 - 08.06.2016 11:00 (CET/CEST)","2480",""
"08.06.2016 11:00 - 08.06.2016 12:00 (CET/CEST)","2512",""
"08.06.2016 12:00 - 08.06.2016 13:00 (CET/CEST)","2498",""
"08.06.2016 13:00 - 08.06.2016 14:00 (CET/CEST)","2344",""
"08.06.2016 14:00 - 08.06.2016 15:00 (CET/CEST)","2318",""
"08.06.2016 15:00 - 08.06.2016 16:00 (CET/CEST)","2217",""
"08.06.2016 16:00 - 08.06.2016 17:00 (CET/CEST)","2184",""
"08.06.2016 17:00 - 08.06.2016 18:00 (CET/CEST)","2249",""
"08.06.2016 18:00 - 08.06.2016 19:00 (CET/CEST)","2131",""
"08.06.2016 19:00 - 08.06.2016 20:00 (CET/CEST)","1971",""
"08.06.2016 20:00 - 08.06.2016 21:00 (CET/CEST)","1964",""
"08.06.2016 21:00 - 08.06.2016 22:00 (CET/CEST)","1705",""
"08.06.2016 22:00 - 08.06.2016 23:00 (CET/CEST)","1595",""
"08.06.2016 23:00 - 09.06.2016 00:00 (CET/CEST)","1287",""
"09.06.2016 00:00 - 09.06.2016 01:00 (CET/CEST)","878",""
"09.06.2016 01:00 - 09.06.2016 02:00 (CET/CEST)","783",""
"09.06.2016 02:00 - 09.06.2016 03:00 (CET/CEST)","615",""
"09.06.2016 03:00 - 09.06.2016 04:00 (CET/CEST)","536",""
"09.06.2016 04:00 - 09.06.2016 05:00 (CET/CEST)","484",""
"09.06.2016 05:00 - 09.06.2016 06:00 (CET/CEST)","548",""
"09.06.2016 06:00 - 09.06.2016 07:00 (CET/CEST)","975",""
"09.06.2016 07:00 - 09.06.2016 08:00 (CET/CEST)","1355",""
"09.06.2016 08:00 - 09.06.2016 09:00 (CET/CEST)","1503",""
"09.06.2016 09:00 - 09.06.2016 10:00 (CET/CEST)","1650",""
"09.06.2016 10:00 - 09.06.2016 11:00 (CET/CEST)","1829",""
"09.06.2016 11:00 - 09.06.2016 12:00 (CET/CEST)","1994",""
"09.06.2016 12:00 - 09.06.2016 13:00 (CET/CEST)","2097",""
"09.06.2016 13:00 - 09.06.2016 14:00 (CET/CEST)","2140",""
"09.06.2016 14:00 - 09.06.2016 15:00 (CET/CEST)","2214",""
"09.06.2016 15:00 - 09.06.2016 16:00 (CET/CEST)","2252",""
"09.06.2016 16:00 - 09.06.2016 17:00 (CET/CEST)","2321",""
"09.06.2016 17:00 - 09.06.2016 18:00 (CET/CEST)","2627",""
"09.06.2016 18:00 - 09.06.2016 19:00 (CET/CEST)","2633",""
"09.06.2016 19:00 - 09.06.2016 20:00 (CET/CEST)","2541",""
"09.06.2016 20:00 - 09.06.2016 21:00 (CET/CEST)","2268",""
"09.06.2016 21:00 - 09.06.2016 22:00 (CET/CEST)","2104",""
"09.06.2016 22:00 - 09.06.2016 23:00 (CET/CEST)","2090",""
"09.06.2016 23:00 - 10.06.2016 00:00 (CET/CEST)","2165",""
"10.06.2016 00:00 - 10.06.2016 01:00 (CET/CEST)","2230",""
"10.06.2016 01:00 - 10.06.2016 02:00 (CET/CEST)","2336",""
"10.06.2016 02:00 - 10.06.2016 03:00 (CET/CEST)","2355",""
"10.06.2016 03:00 - 10.06.2016 04:00 (CET/CEST)","2321",""
"10.06.2016 04:00 - 10.06.2016 05:00 (CET/CEST)","2186",""
