"MTU","Scheduled Generation [MW] (D) - BZN|DK1","Scheduled Consumption [MW] (D) - BZN|DK1"
"03.01.2018 22:00 - 03.01.2018 23:00 (CET/CEST)","1612",""
"03.01.2018 23:00 - 04.01.2018 00:00 (CET/CEST)","1808",""
"04.01.2018 00:00 - 04.01.2018 01:00 (CET/CEST)","1855",""
"04.01.2018 01:00 - 04.01.2018 02:00 (CET/CEST)","1816",""
"04.01.2018 02:00 - 04.01.2018 03:00 (CET/CEST)","1892",""
"04.01.2018 03:00 - 04.01.2018 04:00 (CET/CEST)","1923",""
"04.01.2018 04:00 - 04.01.2018 05:00 (CET/CEST)","1972",""
"04.01.2018 05:00 - 04.01.2018 06:00 (CET/CEST)","2001",""
"04.01.2018 06:00 - 04.01.2018 07:00 (CET/CEST)","1998",""
"04.01.2018 07:00 - 04.01.2018 08:00 (CET/CEST)","2155",""
"04.01.2018 08:00 - 04.01.2018 09:00 (CET/CEST)","2565",""
"04.01.2018 09:00 - 04.01.2018 10:00 (CET/CEST)","2592",""
"04.01.2018 10:00 - 04.01.2018 11:00 (CET/CEST)","2516",""
"04.01.2018 11:00 - 04.01.2018 12:00 (CET/CEST)","2640",""
"04.01.2018 12:00 - 04.01.2018 13:00 (CET/CEST)","2588",""
"04.01.2018 13:00 - 04.01.2018 14:00 (CET/CEST)","2465",""
"04.01.2018 14:00 - 04.01.2018 15:00 (CET/CEST)","2493",""
"04.01.2018 15:00 - 04.01.2018 16:00 (CET/CEST)","2335",""
"04.01.2018 16:00 - 04.01.2018 17:00 (CET/CEST)","2274",""
"04.01.2018 17:00 - 04.01.2018 18:00 (CET/CEST)","2280",""
"04.01.2018 18:00 - 04.01.2018 19:00 (CET/CEST)","2259",""
"04.01.2018 19:00 - 04.01.2018 20:00 (CET/CEST)","2239",""
"04.01.2018 20:00 - 04.01.2018 21:00 (CET/CEST)","1849",""
"04.01.2018 21:00 - 04.01.2018 22:00 (CET/CEST)","1448",""
"04.01.2018 22:00 - 04.01.2018 23:00 (CET/CEST)","1208",""
"04.01.2018 23:00 - 05.01.2018 00:00 (CET/CEST)","1091",""
"05.01.2018 00:00 - 05.01.2018 01:00 (CET/CEST)","947",""
"05.01.2018 01:00 - 05.01.2018 02:00 (CET/CEST)","956",""
"05.01.2018 02:00 - 05.01.2018 03:00 (CET/CEST)","1134",""
"05.01.2018 03:00 - 05.01.2018 04:00 (CET/CEST)","1153",""
"05.01.2018 04:00 - 05.01.2018 05:00 (CET/CEST)","1158",""
"05.01.2018 05:00 - 05.01.2018 06:00 (CET/CEST)","1125",""
"05.01.2018 06:00 - 05.01.2018 07:00 (CET/CEST)","1199",""
"05.01.2018 07:00 - 05.01.2018 08:00 (CET/CEST)","1312",""
"05.01.2018 08:00 - 05.01.2018 09:00 (CET/CEST)","1638",""
"05.01.2018 09:00 - 05.01.2018 10:00 (CET/CEST)","1663",""
"05.01.2018 10:00 - 05.01.2018 11:00 (CET/CEST)","1848",""
"05.01.2018 11:00 - 05.01.2018 12:00 (CET/CEST)","1896",""
"05.01.2018 12:00 - 05.01.2018 13:00 (CET/CEST)","1956",""
"05.01.2018 13:00 - 05.01.2018 14:00 (CET/CEST)","2134",""
"05.01.2018 14:00 - 05.01.2018 15:00 (CET/CEST)","2143",""
"05.01.2018 15:00 - 05.01.2018 16:00 (CET/CEST)","2208",""
"05.01.2018 16:00 - 05.01.2018 17:00 (CET/CEST)","2206",""
"05.01.2018 17:00 - 05.01.2018 18:00 (CET/CEST)","2212",""
"05.01.2018 18:00 - 05.01.2018 19:00 (CET/CEST)","2223",""
"05.01.2018 19:00 - 05.01.2018 20:00 (CET/CEST)","2181",""
"05.01.2018 20:00 - 05.01.2018 21:00 (CET/CEST)","1836",""
"05.01.2018 21:00 - 05.01.2018 22:00 (CET/CEST)","1729",""
"05.01.2018 22:00 - 05.01.2018 23:00 (CET/CEST)","1645",""
"05.01.2018 23:00 - 06.01.2018 00:00 (CET/CEST)","1345",""
"06.01.2018 00:00 - 06.01.2018 01:00 (CET/CEST)","1159",""
"06.01.2018 01:00 - 06.01.2018 02:00 (CET/CEST)","1191",""
"06.01.2018 02:00 - 06.01.2018 03:00 (CET/CEST)","1065",""
"06.01.2018 03:00 - 06.01.2018 04:00 (CET/CEST)","1064",""
"06.01.2018 04:00 - 06.01.2018 05:00 (CET/CEST)","1086",""
"06.01.2018 05:00 - 06.01.2018 06:00 (CET/CEST)","1103",""
"06.01.2018 06:00 - 06.01.2018 07:00 (CET/CEST)","1159",""
"06.01.2018 07:00 - 06.01.2018 08:00 (CET/CEST)","1305",""
"06.01.2018 08:00 - 06.01.2018 09:00 (CET/CEST)","1593",""
"06.01.2018 09:00 - 06.01.2018 10:00 (CET/CEST)","2016",""
"06.01.2018 10:00 - 06.01.2018 11:00 (CET/CEST)","2159",""
"06.01.2018 11:00 - 06.01.2018 12:00 (CET/CEST)","2322",""
"06.01.2018 12:00 - 06.01.2018 13:00 (CET/CEST)","2290",""
"06.01.2018 13:00 - 06.01.2018 14:00 (CET/CEST)","2259",""
"06.01.2018 14:00 - 06.01.2018 15:00 (CET/CEST)","2265",""
"06.01.2018 15:00 - 06.01.2018 16:00 (CET/CEST)","2169",""
"06.01.2018 16:00 - 06.01.2018 17:00 (CET/CEST)","2304",""
"06.01.2018 17:00 - 06.01.2018 18:00 (CET/CEST)","2703",""
"06.01.2018 18:00 - 06.01.2018 19:00 (CET/CEST)","2720",""
"06.01.2018 19:00 - 06.01.2018 20:00 (CET/CEST)","2408",""
"06.01.2018 20:00 - 06.01.2018 21:00 (CET/CEST)","2123",""
"06.01.2018 21:00 - 06.01.2018 22:00 (CET/CEST)","1873",""
"06.01.2018 22:00 - 06.01.2018 23:00 (CET/CEST)","1638",""
"06.01.2018 23:00 - 07.01.2018 00:00 (CET/CEST)","1527",""
"07.01.2018 00:00 - 07.01.2018 01:00 (CET/CEST)","1313",""
"07.01.2018 01:00 - 07.01.2018 02:00 (CET/CEST)","1151",""
"07.01.2018 02:00 - 07.01.2018 03:00 (CET/CEST)","1063",""
"07.01.2018 03:00 - 07.01.2018 04:00 (CET/CEST)","1168",""
"07.01.2018 04:00 - 07.01.2018 05:00 (CET/CEST)","1212",""
"07.01.2018 05:00 - 07.01.2018 06:00 (CET/CEST)","1258",""
"07.01.2018 06:00 - 07.01.2018 07:00 (CET/CEST)","1357",""
"07.01.2018 07:00 - 07.01.2018 08:00 (CET/CEST)","1447",""
"07.01.2018 08:00 - 07.01.2018 09:00 (CET/CEST)","1554",""
"07.01.2018 09:00 - 07.01.2018 10:00 (CET/CEST)","1803",""
"07.01.2018 10:00 - 07.01.2018 11:00 (CET/CEST)","1982",""
"07.01.2018 11:00 - 07.01.2018 12:00 (CET/CEST)","2105",""
"07.01.2018 12:00 - 07.01.2018 13:00 (CET/CEST)","2149",""
"07.01.2018 13:00 - 07.01.2018 14:00 (CET/CEST)","2121",""
"07.01.2018 14:00 - 07.01.2018 15:00 (CET/CEST)","2008",""
"07.01.2018 15:00 - 07.01.2018 16:00 (CET/CEST)","1919",""
"07.01.2018 16:00 - 07.01.2018 17:00 (CET/CEST)","2062",""
"07.01.2018 17:00 - 07.01.2018 18:00 (CET/CEST)","2269",""
"07.01.2018 18:00 - 07.01.2018 19:00 (CET/CEST)","2474",""
"07.01.2018 19:00 - 07.01.2018 20:00 (CET/CEST)","2432",""
"07.01.2018 20:00 - 07.01.2018 21:00 (CET/CEST)","2335",""
"07.01.2018 21:00 - 07.01.2018 22:00 (CET/CEST)","2310",""
"07.01.2018 22:00 - 07.01.2018 23:00 (CET/CEST)","2135",""
"07.01.2018 23:00 - 08.01.2018 00:00 (CET/CEST)","2099",""
"08.01.2018 00:00 - 08.01.2018 01:00 (CET/CEST)","2035",""
"08.01.2018 01:00 - 08.01.2018 02:00 (CET/CEST)","1893",""
"08.01.2018 02:00 - 08.01.2018 03:00 (CET/CEST)","1915",""
"08.01.2018 03:00 - 08.01.2018 04:00 (CET/CEST)","1763",""
"08.01.2018 04:00 - 08.01.2018 05:00 (CET/CEST)","1577",""
"08.01.2018 05:00 - 08.01.2018 06:00 (CET/CEST)","1517",""
"08.01.2018 06:00 - 08.01.2018 07:00 (CET/CEST)","1757",""
"08.01.2018 07:00 - 08.01.2018 08:00 (CET/CEST)","2071",""
"08.01.2018 08:00 - 08.01.2018 09:00 (CET/CEST)","2224",""
"08.01.2018 09:00 - 08.01.2018 10:00 (CET/CEST)","2239",""
"08.01.2018 10:00 - 08.01.2018 11:00 (CET/CEST)","2353",""
"08.01.2018 11:00 - 08.01.2018 12:00 (CET/CEST)","2250",""
"08.01.2018 12:00 - 08.01.2018 13:00 (CET/CEST)","2243",""
"08.01.2018 13:00 - 08.01.2018 14:00 (CET/CEST)","2101",""
"08.01.2018 14:00 - 08.01.2018 15:00 (CET/CEST)","1854",""
"08.01.2018 15:00 - 08.01.2018 16:00 (CET/CEST)","1737",""
"08.01.2018 16:00 - 08.01.2018 17:00 (CET/CEST)","1688",""
"08.01.2018 17:00 - 08.01.2018 18:00 (CET/CEST)","1949",""
"08.01.2018 18:00 - 08.01.2018 19:00 (CET/CEST)","2432",""
"08.01.2018 19:00 - 08.01.2018 20:00 (CET/CEST)","2292",""
"08.01.2018 20:00 - 08.01.2018 21:00 (CET/CEST)","2308",""
"08.01.2018 21:00 - 08.01.2018 22:00 (CET/CEST)","2356",""
"08.01.2018 22:00 - 08.01.2018 23:00 (CET/CEST)","2482",""
"08.01.2018 23:00 - 09.01.2018 00:00 (CET/CEST)","2473",""
"09.01.2018 00:00 - 09.01.2018 01:00 (CET/CEST)","2526",""
"09.01.2018 01:00 - 09.01.2018 02:00 (CET/CEST)","2643",""
"09.01.2018 02:00 - 09.01.2018 03:00 (CET/CEST)","2697",""
"09.01.2018 03:00 - 09.01.2018 04:00 (CET/CEST)","2822",""
"09.01.2018 04:00 - 09.01.2018 05:00 (CET/CEST)","2937",""
"09.01.2018 05:00 - 09.01.2018 06:00 (CET/CEST)","3197",""
"09.01.2018 06:00 - 09.01.2018 07:00 (CET/CEST)","3772",""
"09.01.2018 07:00 - 09.01.2018 08:00 (CET/CEST)","4055",""
"09.01.2018 08:00 - 09.01.2018 09:00 (CET/CEST)","4120",""
"09.01.2018 09:00 - 09.01.2018 10:00 (CET/CEST)","4002",""
"09.01.2018 10:00 - 09.01.2018 11:00 (CET/CEST)","4090",""
"09.01.2018 11:00 - 09.01.2018 12:00 (CET/CEST)","4091",""
"09.01.2018 12:00 - 09.01.2018 13:00 (CET/CEST)","4303",""
"09.01.2018 13:00 - 09.01.2018 14:00 (CET/CEST)","4201",""
"09.01.2018 14:00 - 09.01.2018 15:00 (CET/CEST)","4177",""
"09.01.2018 15:00 - 09.01.2018 16:00 (CET/CEST)","4223",""
"09.01.2018 16:00 - 09.01.2018 17:00 (CET/CEST)","4323",""
"09.01.2018 17:00 - 09.01.2018 18:00 (CET/CEST)","4293",""
"09.01.2018 18:00 - 09.01.2018 19:00 (CET/CEST)","4341",""
"09.01.2018 19:00 - 09.01.2018 20:00 (CET/CEST)","3974",""
"09.01.2018 20:00 - 09.01.2018 21:00 (CET/CEST)","3741",""
"09.01.2018 21:00 - 09.01.2018 22:00 (CET/CEST)","3797",""
"09.01.2018 22:00 - 09.01.2018 23:00 (CET/CEST)","3366",""
"09.01.2018 23:00 - 10.01.2018 00:00 (CET/CEST)","3065",""
"10.01.2018 00:00 - 10.01.2018 01:00 (CET/CEST)","2835",""
"10.01.2018 01:00 - 10.01.2018 02:00 (CET/CEST)","2778",""
"10.01.2018 02:00 - 10.01.2018 03:00 (CET/CEST)","2643",""
"10.01.2018 03:00 - 10.01.2018 04:00 (CET/CEST)","2527",""
"10.01.2018 04:00 - 10.01.2018 05:00 (CET/CEST)","2415",""
"10.01.2018 05:00 - 10.01.2018 06:00 (CET/CEST)","2397",""
"10.01.2018 06:00 - 10.01.2018 07:00 (CET/CEST)","2848",""
"10.01.2018 07:00 - 10.01.2018 08:00 (CET/CEST)","3365",""
"10.01.2018 08:00 - 10.01.2018 09:00 (CET/CEST)","3480",""
"10.01.2018 09:00 - 10.01.2018 10:00 (CET/CEST)","3292",""
"10.01.2018 10:00 - 10.01.2018 11:00 (CET/CEST)","3136",""
"10.01.2018 11:00 - 10.01.2018 12:00 (CET/CEST)","3061",""
"10.01.2018 12:00 - 10.01.2018 13:00 (CET/CEST)","3000",""
"10.01.2018 13:00 - 10.01.2018 14:00 (CET/CEST)","2979",""
"10.01.2018 14:00 - 10.01.2018 15:00 (CET/CEST)","2856",""
"10.01.2018 15:00 - 10.01.2018 16:00 (CET/CEST)","2999",""
"10.01.2018 16:00 - 10.01.2018 17:00 (CET/CEST)","3052",""
"10.01.2018 17:00 - 10.01.2018 18:00 (CET/CEST)","3110",""
"10.01.2018 18:00 - 10.01.2018 19:00 (CET/CEST)","3034",""
"10.01.2018 19:00 - 10.01.2018 20:00 (CET/CEST)","2831",""
"10.01.2018 20:00 - 10.01.2018 21:00 (CET/CEST)","2458",""
"10.01.2018 21:00 - 10.01.2018 22:00 (CET/CEST)","2260",""
"10.01.2018 22:00 - 10.01.2018 23:00 (CET/CEST)","1870",""
"10.01.2018 23:00 - 11.01.2018 00:00 (CET/CEST)","1649",""
"11.01.2018 00:00 - 11.01.2018 01:00 (CET/CEST)","1498",""
"11.01.2018 01:00 - 11.01.2018 02:00 (CET/CEST)","1484",""
"11.01.2018 02:00 - 11.01.2018 03:00 (CET/CEST)","1466",""
"11.01.2018 03:00 - 11.01.2018 04:00 (CET/CEST)","1501",""
"11.01.2018 04:00 - 11.01.2018 05:00 (CET/CEST)","1476",""
"11.01.2018 05:00 - 11.01.2018 06:00 (CET/CEST)","1797",""
"11.01.2018 06:00 - 11.01.2018 07:00 (CET/CEST)","2238",""
"11.01.2018 07:00 - 11.01.2018 08:00 (CET/CEST)","2651",""
"11.01.2018 08:00 - 11.01.2018 09:00 (CET/CEST)","2826",""
"11.01.2018 09:00 - 11.01.2018 10:00 (CET/CEST)","2741",""
"11.01.2018 10:00 - 11.01.2018 11:00 (CET/CEST)","2796",""
"11.01.2018 11:00 - 11.01.2018 12:00 (CET/CEST)","2842",""
"11.01.2018 12:00 - 11.01.2018 13:00 (CET/CEST)","2876",""
"11.01.2018 13:00 - 11.01.2018 14:00 (CET/CEST)","2842",""
"11.01.2018 14:00 - 11.01.2018 15:00 (CET/CEST)","2923",""
"11.01.2018 15:00 - 11.01.2018 16:00 (CET/CEST)","2997",""
"11.01.2018 16:00 - 11.01.2018 17:00 (CET/CEST)","3120",""
"11.01.2018 17:00 - 11.01.2018 18:00 (CET/CEST)","3086",""
"11.01.2018 18:00 - 11.01.2018 19:00 (CET/CEST)","3071",""
"11.01.2018 19:00 - 11.01.2018 20:00 (CET/CEST)","2833",""
"11.01.2018 20:00 - 11.01.2018 21:00 (CET/CEST)","2387",""
"11.01.2018 21:00 - 11.01.2018 22:00 (CET/CEST)","2267",""
"11.01.2018 22:00 - 11.01.2018 23:00 (CET/CEST)","1986",""
"11.01.2018 23:00 - 12.01.2018 00:00 (CET/CEST)","1672",""
"12.01.2018 00:00 - 12.01.2018 01:00 (CET/CEST)","1841",""
"12.01.2018 01:00 - 12.01.2018 02:00 (CET/CEST)","1760",""
"12.01.2018 02:00 - 12.01.2018 03:00 (CET/CEST)","1773",""
"12.01.2018 03:00 - 12.01.2018 04:00 (CET/CEST)","1766",""
"12.01.2018 04:00 - 12.01.2018 05:00 (CET/CEST)","1825",""
"12.01.2018 05:00 - 12.01.2018 06:00 (CET/CEST)","2101",""
"12.01.2018 06:00 - 12.01.2018 07:00 (CET/CEST)","2648",""
"12.01.2018 07:00 - 12.01.2018 08:00 (CET/CEST)","3409",""
"12.01.2018 08:00 - 12.01.2018 09:00 (CET/CEST)","3705",""
"12.01.2018 09:00 - 12.01.2018 10:00 (CET/CEST)","3624",""
"12.01.2018 10:00 - 12.01.2018 11:00 (CET/CEST)","3647",""
"12.01.2018 11:00 - 12.01.2018 12:00 (CET/CEST)","3770",""
"12.01.2018 12:00 - 12.01.2018 13:00 (CET/CEST)","3695",""
"12.01.2018 13:00 - 12.01.2018 14:00 (CET/CEST)","3689",""
"12.01.2018 14:00 - 12.01.2018 15:00 (CET/CEST)","3657",""
"12.01.2018 15:00 - 12.01.2018 16:00 (CET/CEST)","3537",""
"12.01.2018 16:00 - 12.01.2018 17:00 (CET/CEST)","3715",""
"12.01.2018 17:00 - 12.01.2018 18:00 (CET/CEST)","3778",""
"12.01.2018 18:00 - 12.01.2018 19:00 (CET/CEST)","3610",""
"12.01.2018 19:00 - 12.01.2018 20:00 (CET/CEST)","3098",""
"12.01.2018 20:00 - 12.01.2018 21:00 (CET/CEST)","2810",""
"12.01.2018 21:00 - 12.01.2018 22:00 (CET/CEST)","2622",""
"12.01.2018 22:00 - 12.01.2018 23:00 (CET/CEST)","2506",""
"12.01.2018 23:00 - 13.01.2018 00:00 (CET/CEST)","2443",""
"13.01.2018 00:00 - 13.01.2018 01:00 (CET/CEST)","2341",""
"13.01.2018 01:00 - 13.01.2018 02:00 (CET/CEST)","2214",""
"13.01.2018 02:00 - 13.01.2018 03:00 (CET/CEST)","2280",""
"13.01.2018 03:00 - 13.01.2018 04:00 (CET/CEST)","2259",""
"13.01.2018 04:00 - 13.01.2018 05:00 (CET/CEST)","2320",""
"13.01.2018 05:00 - 13.01.2018 06:00 (CET/CEST)","2403",""
"13.01.2018 06:00 - 13.01.2018 07:00 (CET/CEST)","2452",""
"13.01.2018 07:00 - 13.01.2018 08:00 (CET/CEST)","2549",""
"13.01.2018 08:00 - 13.01.2018 09:00 (CET/CEST)","2779",""
"13.01.2018 09:00 - 13.01.2018 10:00 (CET/CEST)","2893",""
"13.01.2018 10:00 - 13.01.2018 11:00 (CET/CEST)","3214",""
"13.01.2018 11:00 - 13.01.2018 12:00 (CET/CEST)","3465",""
"13.01.2018 12:00 - 13.01.2018 13:00 (CET/CEST)","3379",""
"13.01.2018 13:00 - 13.01.2018 14:00 (CET/CEST)","3429",""
"13.01.2018 14:00 - 13.01.2018 15:00 (CET/CEST)","3317",""
"13.01.2018 15:00 - 13.01.2018 16:00 (CET/CEST)","3181",""
"13.01.2018 16:00 - 13.01.2018 17:00 (CET/CEST)","3407",""
"13.01.2018 17:00 - 13.01.2018 18:00 (CET/CEST)","3441",""
"13.01.2018 18:00 - 13.01.2018 19:00 (CET/CEST)","3551",""
"13.01.2018 19:00 - 13.01.2018 20:00 (CET/CEST)","3490",""
"13.01.2018 20:00 - 13.01.2018 21:00 (CET/CEST)","3355",""
"13.01.2018 21:00 - 13.01.2018 22:00 (CET/CEST)","3286",""
"13.01.2018 22:00 - 13.01.2018 23:00 (CET/CEST)","3218",""
"13.01.2018 23:00 - 14.01.2018 00:00 (CET/CEST)","3181",""
"14.01.2018 00:00 - 14.01.2018 01:00 (CET/CEST)","2796",""
"14.01.2018 01:00 - 14.01.2018 02:00 (CET/CEST)","2545",""
"14.01.2018 02:00 - 14.01.2018 03:00 (CET/CEST)","2392",""
"14.01.2018 03:00 - 14.01.2018 04:00 (CET/CEST)","2209",""
"14.01.2018 04:00 - 14.01.2018 05:00 (CET/CEST)","2142",""
"14.01.2018 05:00 - 14.01.2018 06:00 (CET/CEST)","2244",""
"14.01.2018 06:00 - 14.01.2018 07:00 (CET/CEST)","2581",""
"14.01.2018 07:00 - 14.01.2018 08:00 (CET/CEST)","2761",""
"14.01.2018 08:00 - 14.01.2018 09:00 (CET/CEST)","2795",""
"14.01.2018 09:00 - 14.01.2018 10:00 (CET/CEST)","2842",""
"14.01.2018 10:00 - 14.01.2018 11:00 (CET/CEST)","2989",""
"14.01.2018 11:00 - 14.01.2018 12:00 (CET/CEST)","3076",""
"14.01.2018 12:00 - 14.01.2018 13:00 (CET/CEST)","3115",""
"14.01.2018 13:00 - 14.01.2018 14:00 (CET/CEST)","3146",""
"14.01.2018 14:00 - 14.01.2018 15:00 (CET/CEST)","2981",""
"14.01.2018 15:00 - 14.01.2018 16:00 (CET/CEST)","2889",""
"14.01.2018 16:00 - 14.01.2018 17:00 (CET/CEST)","3147",""
"14.01.2018 17:00 - 14.01.2018 18:00 (CET/CEST)","3682",""
"14.01.2018 18:00 - 14.01.2018 19:00 (CET/CEST)","4069",""
"14.01.2018 19:00 - 14.01.2018 20:00 (CET/CEST)","3968",""
"14.01.2018 20:00 - 14.01.2018 21:00 (CET/CEST)","4111",""
"14.01.2018 21:00 - 14.01.2018 22:00 (CET/CEST)","4184",""
"14.01.2018 22:00 - 14.01.2018 23:00 (CET/CEST)","4217",""
"14.01.2018 23:00 - 15.01.2018 00:00 (CET/CEST)","4048",""
"15.01.2018 00:00 - 15.01.2018 01:00 (CET/CEST)","3804",""
"15.01.2018 01:00 - 15.01.2018 02:00 (CET/CEST)","3697",""
"15.01.2018 02:00 - 15.01.2018 03:00 (CET/CEST)","3600",""
"15.01.2018 03:00 - 15.01.2018 04:00 (CET/CEST)","3738",""
"15.01.2018 04:00 - 15.01.2018 05:00 (CET/CEST)","3850",""
"15.01.2018 05:00 - 15.01.2018 06:00 (CET/CEST)","4024",""
"15.01.2018 06:00 - 15.01.2018 07:00 (CET/CEST)","4302",""
"15.01.2018 07:00 - 15.01.2018 08:00 (CET/CEST)","4337",""
"15.01.2018 08:00 - 15.01.2018 09:00 (CET/CEST)","4347",""
"15.01.2018 09:00 - 15.01.2018 10:00 (CET/CEST)","4367",""
"15.01.2018 10:00 - 15.01.2018 11:00 (CET/CEST)","4399",""
"15.01.2018 11:00 - 15.01.2018 12:00 (CET/CEST)","4313",""
"15.01.2018 12:00 - 15.01.2018 13:00 (CET/CEST)","4484",""
"15.01.2018 13:00 - 15.01.2018 14:00 (CET/CEST)","4510",""
"15.01.2018 14:00 - 15.01.2018 15:00 (CET/CEST)","4689",""
"15.01.2018 15:00 - 15.01.2018 16:00 (CET/CEST)","4589",""
"15.01.2018 16:00 - 15.01.2018 17:00 (CET/CEST)","4762",""
"15.01.2018 17:00 - 15.01.2018 18:00 (CET/CEST)","4717",""
"15.01.2018 18:00 - 15.01.2018 19:00 (CET/CEST)","4746",""
"15.01.2018 19:00 - 15.01.2018 20:00 (CET/CEST)","4545",""
