"MTU","Scheduled Generation [MW] (D) - BZN|DK1","Scheduled Consumption [MW] (D) - BZN|DK1"
"14.02.2018 12:00 - 14.02.2018 13:00 (CET/CEST)","3504",""
"14.02.2018 13:00 - 14.02.2018 14:00 (CET/CEST)","3867",""
"14.02.2018 14:00 - 14.02.2018 15:00 (CET/CEST)","3967",""
"14.02.2018 15:00 - 14.02.2018 16:00 (CET/CEST)","3834",""
"14.02.2018 16:00 - 14.02.2018 17:00 (CET/CEST)","3492",""
"14.02.2018 17:00 - 14.02.2018 18:00 (CET/CEST)","3777",""
"14.02.2018 18:00 - 14.02.2018 19:00 (CET/CEST)","4376",""
"14.02.2018 19:00 - 14.02.2018 20:00 (CET/CEST)","4495",""
"14.02.2018 20:00 - 14.02.2018 21:00 (CET/CEST)","4509",""
"14.02.2018 21:00 - 14.02.2018 22:00 (CET/CEST)","4313",""
"14.02.2018 22:00 - 14.02.2018 23:00 (CET/CEST)","4326",""
"14.02.2018 23:00 - 15.02.2018 00:00 (CET/CEST)","4461",""
"15.02.2018 00:00 - 15.02.2018 01:00 (CET/CEST)","4360",""
"15.02.2018 01:00 - 15.02.2018 02:00 (CET/CEST)","4335",""
"15.02.2018 02:00 - 15.02.2018 03:00 (CET/CEST)","4190",""
"15.02.2018 03:00 - 15.02.2018 04:00 (CET/CEST)","4155",""
"15.02.2018 04:00 - 15.02.2018 05:00 (CET/CEST)","4251",""
"15.02.2018 05:00 - 15.02.2018 06:00 (CET/CEST)","4329",""
"15.02.2018 06:00 - 15.02.2018 07:00 (CET/CEST)","4521",""
"15.02.2018 07:00 - 15.02.2018 08:00 (CET/CEST)","4758",""
"15.02.2018 08:00 - 15.02.2018 09:00 (CET/CEST)","4695",""
"15.02.2018 09:00 - 15.02.2018 10:00 (CET/CEST)","4751",""
"15.02.2018 10:00 - 15.02.2018 11:00 (CET/CEST)","5085",""
"15.02.2018 11:00 - 15.02.2018 12:00 (CET/CEST)","4764",""
"15.02.2018 12:00 - 15.02.2018 13:00 (CET/CEST)","4559",""
"15.02.2018 13:00 - 15.02.2018 14:00 (CET/CEST)","4411",""
"15.02.2018 14:00 - 15.02.2018 15:00 (CET/CEST)","4336",""
"15.02.2018 15:00 - 15.02.2018 16:00 (CET/CEST)","4235",""
"15.02.2018 16:00 - 15.02.2018 17:00 (CET/CEST)","4094",""
"15.02.2018 17:00 - 15.02.2018 18:00 (CET/CEST)","3942",""
"15.02.2018 18:00 - 15.02.2018 19:00 (CET/CEST)","4155",""
"15.02.2018 19:00 - 15.02.2018 20:00 (CET/CEST)","3855",""
"15.02.2018 20:00 - 15.02.2018 21:00 (CET/CEST)","3413",""
"15.02.2018 21:00 - 15.02.2018 22:00 (CET/CEST)","3098",""
"15.02.2018 22:00 - 15.02.2018 23:00 (CET/CEST)","3114",""
"15.02.2018 23:00 - 16.02.2018 00:00 (CET/CEST)","3122",""
"16.02.2018 00:00 - 16.02.2018 01:00 (CET/CEST)","2685",""
"16.02.2018 01:00 - 16.02.2018 02:00 (CET/CEST)","2616",""
"16.02.2018 02:00 - 16.02.2018 03:00 (CET/CEST)","2581",""
"16.02.2018 03:00 - 16.02.2018 04:00 (CET/CEST)","2781",""
"16.02.2018 04:00 - 16.02.2018 05:00 (CET/CEST)","2887",""
"16.02.2018 05:00 - 16.02.2018 06:00 (CET/CEST)","2828",""
"16.02.2018 06:00 - 16.02.2018 07:00 (CET/CEST)","2921",""
"16.02.2018 07:00 - 16.02.2018 08:00 (CET/CEST)","3197",""
"16.02.2018 08:00 - 16.02.2018 09:00 (CET/CEST)","3411",""
"16.02.2018 09:00 - 16.02.2018 10:00 (CET/CEST)","3454",""
"16.02.2018 10:00 - 16.02.2018 11:00 (CET/CEST)","3667",""
"16.02.2018 11:00 - 16.02.2018 12:00 (CET/CEST)","3868",""
"16.02.2018 12:00 - 16.02.2018 13:00 (CET/CEST)","3764",""
"16.02.2018 13:00 - 16.02.2018 14:00 (CET/CEST)","3837",""
"16.02.2018 14:00 - 16.02.2018 15:00 (CET/CEST)","3298",""
"16.02.2018 15:00 - 16.02.2018 16:00 (CET/CEST)","2921",""
"16.02.2018 16:00 - 16.02.2018 17:00 (CET/CEST)","2587",""
"16.02.2018 17:00 - 16.02.2018 18:00 (CET/CEST)","2651",""
"16.02.2018 18:00 - 16.02.2018 19:00 (CET/CEST)","2854",""
"16.02.2018 19:00 - 16.02.2018 20:00 (CET/CEST)","2539",""
"16.02.2018 20:00 - 16.02.2018 21:00 (CET/CEST)","1894",""
"16.02.2018 21:00 - 16.02.2018 22:00 (CET/CEST)","1745",""
"16.02.2018 22:00 - 16.02.2018 23:00 (CET/CEST)","1594",""
"16.02.2018 23:00 - 17.02.2018 00:00 (CET/CEST)","1761",""
"17.02.2018 00:00 - 17.02.2018 01:00 (CET/CEST)","1653",""
"17.02.2018 01:00 - 17.02.2018 02:00 (CET/CEST)","1675",""
"17.02.2018 02:00 - 17.02.2018 03:00 (CET/CEST)","1651",""
"17.02.2018 03:00 - 17.02.2018 04:00 (CET/CEST)","1544",""
"17.02.2018 04:00 - 17.02.2018 05:00 (CET/CEST)","1631",""
"17.02.2018 05:00 - 17.02.2018 06:00 (CET/CEST)","1605",""
"17.02.2018 06:00 - 17.02.2018 07:00 (CET/CEST)","1630",""
"17.02.2018 07:00 - 17.02.2018 08:00 (CET/CEST)","1747",""
"17.02.2018 08:00 - 17.02.2018 09:00 (CET/CEST)","1932",""
"17.02.2018 09:00 - 17.02.2018 10:00 (CET/CEST)","2100",""
"17.02.2018 10:00 - 17.02.2018 11:00 (CET/CEST)","2197",""
"17.02.2018 11:00 - 17.02.2018 12:00 (CET/CEST)","2141",""
"17.02.2018 12:00 - 17.02.2018 13:00 (CET/CEST)","2128",""
"17.02.2018 13:00 - 17.02.2018 14:00 (CET/CEST)","2091",""
"17.02.2018 14:00 - 17.02.2018 15:00 (CET/CEST)","2092",""
"17.02.2018 15:00 - 17.02.2018 16:00 (CET/CEST)","2086",""
"17.02.2018 16:00 - 17.02.2018 17:00 (CET/CEST)","2040",""
"17.02.2018 17:00 - 17.02.2018 18:00 (CET/CEST)","2180",""
"17.02.2018 18:00 - 17.02.2018 19:00 (CET/CEST)","2225",""
"17.02.2018 19:00 - 17.02.2018 20:00 (CET/CEST)","2091",""
"17.02.2018 20:00 - 17.02.2018 21:00 (CET/CEST)","1955",""
"17.02.2018 21:00 - 17.02.2018 22:00 (CET/CEST)","2022",""
"17.02.2018 22:00 - 17.02.2018 23:00 (CET/CEST)","2016",""
"17.02.2018 23:00 - 18.02.2018 00:00 (CET/CEST)","1975",""
"18.02.2018 00:00 - 18.02.2018 01:00 (CET/CEST)","1941",""
"18.02.2018 01:00 - 18.02.2018 02:00 (CET/CEST)","2011",""
"18.02.2018 02:00 - 18.02.2018 03:00 (CET/CEST)","2197",""
"18.02.2018 03:00 - 18.02.2018 04:00 (CET/CEST)","2166",""
"18.02.2018 04:00 - 18.02.2018 05:00 (CET/CEST)","2214",""
"18.02.2018 05:00 - 18.02.2018 06:00 (CET/CEST)","2210",""
"18.02.2018 06:00 - 18.02.2018 07:00 (CET/CEST)","2175",""
"18.02.2018 07:00 - 18.02.2018 08:00 (CET/CEST)","2285",""
"18.02.2018 08:00 - 18.02.2018 09:00 (CET/CEST)","2470",""
"18.02.2018 09:00 - 18.02.2018 10:00 (CET/CEST)","2673",""
"18.02.2018 10:00 - 18.02.2018 11:00 (CET/CEST)","2915",""
"18.02.2018 11:00 - 18.02.2018 12:00 (CET/CEST)","2924",""
"18.02.2018 12:00 - 18.02.2018 13:00 (CET/CEST)","3097",""
"18.02.2018 13:00 - 18.02.2018 14:00 (CET/CEST)","3199",""
"18.02.2018 14:00 - 18.02.2018 15:00 (CET/CEST)","3084",""
"18.02.2018 15:00 - 18.02.2018 16:00 (CET/CEST)","2976",""
"18.02.2018 16:00 - 18.02.2018 17:00 (CET/CEST)","3011",""
"18.02.2018 17:00 - 18.02.2018 18:00 (CET/CEST)","3108",""
"18.02.2018 18:00 - 18.02.2018 19:00 (CET/CEST)","3093",""
"18.02.2018 19:00 - 18.02.2018 20:00 (CET/CEST)","3028",""
"18.02.2018 20:00 - 18.02.2018 21:00 (CET/CEST)","2767",""
"18.02.2018 21:00 - 18.02.2018 22:00 (CET/CEST)","2631",""
"18.02.2018 22:00 - 18.02.2018 23:00 (CET/CEST)","2332",""
"18.02.2018 23:00 - 19.02.2018 00:00 (CET/CEST)","2205",""
"19.02.2018 00:00 - 19.02.2018 01:00 (CET/CEST)","2060",""
"19.02.2018 01:00 - 19.02.2018 02:00 (CET/CEST)","1978",""
"19.02.2018 02:00 - 19.02.2018 03:00 (CET/CEST)","1847",""
"19.02.2018 03:00 - 19.02.2018 04:00 (CET/CEST)","1794",""
"19.02.2018 04:00 - 19.02.2018 05:00 (CET/CEST)","1958",""
"19.02.2018 05:00 - 19.02.2018 06:00 (CET/CEST)","2088",""
"19.02.2018 06:00 - 19.02.2018 07:00 (CET/CEST)","2571",""
"19.02.2018 07:00 - 19.02.2018 08:00 (CET/CEST)","2848",""
"19.02.2018 08:00 - 19.02.2018 09:00 (CET/CEST)","2770",""
"19.02.2018 09:00 - 19.02.2018 10:00 (CET/CEST)","2689",""
"19.02.2018 10:00 - 19.02.2018 11:00 (CET/CEST)","2719",""
"19.02.2018 11:00 - 19.02.2018 12:00 (CET/CEST)","2600",""
"19.02.2018 12:00 - 19.02.2018 13:00 (CET/CEST)","2729",""
"19.02.2018 13:00 - 19.02.2018 14:00 (CET/CEST)","2682",""
"19.02.2018 14:00 - 19.02.2018 15:00 (CET/CEST)","2621",""
"19.02.2018 15:00 - 19.02.2018 16:00 (CET/CEST)","2664",""
"19.02.2018 16:00 - 19.02.2018 17:00 (CET/CEST)","2655",""
"19.02.2018 17:00 - 19.02.2018 18:00 (CET/CEST)","2875",""
"19.02.2018 18:00 - 19.02.2018 19:00 (CET/CEST)","3149",""
"19.02.2018 19:00 - 19.02.2018 20:00 (CET/CEST)","3135",""
"19.02.2018 20:00 - 19.02.2018 21:00 (CET/CEST)","2902",""
"19.02.2018 21:00 - 19.02.2018 22:00 (CET/CEST)","2802",""
"19.02.2018 22:00 - 19.02.2018 23:00 (CET/CEST)","2590",""
"19.02.2018 23:00 - 20.02.2018 00:00 (CET/CEST)","2595",""
"20.02.2018 00:00 - 20.02.2018 01:00 (CET/CEST)","2616",""
"20.02.2018 01:00 - 20.02.2018 02:00 (CET/CEST)","2582",""
"20.02.2018 02:00 - 20.02.2018 03:00 (CET/CEST)","2375",""
"20.02.2018 03:00 - 20.02.2018 04:00 (CET/CEST)","2510",""
"20.02.2018 04:00 - 20.02.2018 05:00 (CET/CEST)","2633",""
"20.02.2018 05:00 - 20.02.2018 06:00 (CET/CEST)","2726",""
"20.02.2018 06:00 - 20.02.2018 07:00 (CET/CEST)","3086",""
"20.02.2018 07:00 - 20.02.2018 08:00 (CET/CEST)","3425",""
"20.02.2018 08:00 - 20.02.2018 09:00 (CET/CEST)","3383",""
"20.02.2018 09:00 - 20.02.2018 10:00 (CET/CEST)","3425",""
"20.02.2018 10:00 - 20.02.2018 11:00 (CET/CEST)","3390",""
"20.02.2018 11:00 - 20.02.2018 12:00 (CET/CEST)","3063",""
"20.02.2018 12:00 - 20.02.2018 13:00 (CET/CEST)","2931",""
"20.02.2018 13:00 - 20.02.2018 14:00 (CET/CEST)","3095",""
"20.02.2018 14:00 - 20.02.2018 15:00 (CET/CEST)","3061",""
"20.02.2018 15:00 - 20.02.2018 16:00 (CET/CEST)","3017",""
"20.02.2018 16:00 - 20.02.2018 17:00 (CET/CEST)","2972",""
"20.02.2018 17:00 - 20.02.2018 18:00 (CET/CEST)","2920",""
"20.02.2018 18:00 - 20.02.2018 19:00 (CET/CEST)","2973",""
"20.02.2018 19:00 - 20.02.2018 20:00 (CET/CEST)","2937",""
"20.02.2018 20:00 - 20.02.2018 21:00 (CET/CEST)","2611",""
"20.02.2018 21:00 - 20.02.2018 22:00 (CET/CEST)","2256",""
"20.02.2018 22:00 - 20.02.2018 23:00 (CET/CEST)","2193",""
"20.02.2018 23:00 - 21.02.2018 00:00 (CET/CEST)","2169",""
"21.02.2018 00:00 - 21.02.2018 01:00 (CET/CEST)","2024",""
"21.02.2018 01:00 - 21.02.2018 02:00 (CET/CEST)","1879",""
"21.02.2018 02:00 - 21.02.2018 03:00 (CET/CEST)","1801",""
"21.02.2018 03:00 - 21.02.2018 04:00 (CET/CEST)","1745",""
"21.02.2018 04:00 - 21.02.2018 05:00 (CET/CEST)","1837",""
"21.02.2018 05:00 - 21.02.2018 06:00 (CET/CEST)","2023",""
"21.02.2018 06:00 - 21.02.2018 07:00 (CET/CEST)","2321",""
"21.02.2018 07:00 - 21.02.2018 08:00 (CET/CEST)","2705",""
"21.02.2018 08:00 - 21.02.2018 09:00 (CET/CEST)","2777",""
"21.02.2018 09:00 - 21.02.2018 10:00 (CET/CEST)","2838",""
"21.02.2018 10:00 - 21.02.2018 11:00 (CET/CEST)","2739",""
"21.02.2018 11:00 - 21.02.2018 12:00 (CET/CEST)","2743",""
"21.02.2018 12:00 - 21.02.2018 13:00 (CET/CEST)","2723",""
"21.02.2018 13:00 - 21.02.2018 14:00 (CET/CEST)","2713",""
"21.02.2018 14:00 - 21.02.2018 15:00 (CET/CEST)","2676",""
"21.02.2018 15:00 - 21.02.2018 16:00 (CET/CEST)","2631",""
"21.02.2018 16:00 - 21.02.2018 17:00 (CET/CEST)","2638",""
"21.02.2018 17:00 - 21.02.2018 18:00 (CET/CEST)","2740",""
"21.02.2018 18:00 - 21.02.2018 19:00 (CET/CEST)","2817",""
"21.02.2018 19:00 - 21.02.2018 20:00 (CET/CEST)","2808",""
"21.02.2018 20:00 - 21.02.2018 21:00 (CET/CEST)","2679",""
"21.02.2018 21:00 - 21.02.2018 22:00 (CET/CEST)","2412",""
"21.02.2018 22:00 - 21.02.2018 23:00 (CET/CEST)","2279",""
"21.02.2018 23:00 - 22.02.2018 00:00 (CET/CEST)","2170",""
"22.02.2018 00:00 - 22.02.2018 01:00 (CET/CEST)","1971",""
"22.02.2018 01:00 - 22.02.2018 02:00 (CET/CEST)","1969",""
"22.02.2018 02:00 - 22.02.2018 03:00 (CET/CEST)","1939",""
"22.02.2018 03:00 - 22.02.2018 04:00 (CET/CEST)","1913",""
"22.02.2018 04:00 - 22.02.2018 05:00 (CET/CEST)","1928",""
"22.02.2018 05:00 - 22.02.2018 06:00 (CET/CEST)","2311",""
"22.02.2018 06:00 - 22.02.2018 07:00 (CET/CEST)","2531",""
"22.02.2018 07:00 - 22.02.2018 08:00 (CET/CEST)","2910",""
"22.02.2018 08:00 - 22.02.2018 09:00 (CET/CEST)","2922",""
"22.02.2018 09:00 - 22.02.2018 10:00 (CET/CEST)","2989",""
"22.02.2018 10:00 - 22.02.2018 11:00 (CET/CEST)","2932",""
"22.02.2018 11:00 - 22.02.2018 12:00 (CET/CEST)","2874",""
"22.02.2018 12:00 - 22.02.2018 13:00 (CET/CEST)","2723",""
"22.02.2018 13:00 - 22.02.2018 14:00 (CET/CEST)","2693",""
"22.02.2018 14:00 - 22.02.2018 15:00 (CET/CEST)","2669",""
"22.02.2018 15:00 - 22.02.2018 16:00 (CET/CEST)","2603",""
"22.02.2018 16:00 - 22.02.2018 17:00 (CET/CEST)","2579",""
"22.02.2018 17:00 - 22.02.2018 18:00 (CET/CEST)","2576",""
"22.02.2018 18:00 - 22.02.2018 19:00 (CET/CEST)","2657",""
"22.02.2018 19:00 - 22.02.2018 20:00 (CET/CEST)","2619",""
"22.02.2018 20:00 - 22.02.2018 21:00 (CET/CEST)","2488",""
"22.02.2018 21:00 - 22.02.2018 22:00 (CET/CEST)","2430",""
"22.02.2018 22:00 - 22.02.2018 23:00 (CET/CEST)","2377",""
"22.02.2018 23:00 - 23.02.2018 00:00 (CET/CEST)","2113",""
"23.02.2018 00:00 - 23.02.2018 01:00 (CET/CEST)","1933",""
"23.02.2018 01:00 - 23.02.2018 02:00 (CET/CEST)","1882",""
"23.02.2018 02:00 - 23.02.2018 03:00 (CET/CEST)","2043",""
"23.02.2018 03:00 - 23.02.2018 04:00 (CET/CEST)","1984",""
"23.02.2018 04:00 - 23.02.2018 05:00 (CET/CEST)","1875",""
"23.02.2018 05:00 - 23.02.2018 06:00 (CET/CEST)","2151",""
"23.02.2018 06:00 - 23.02.2018 07:00 (CET/CEST)","2424",""
"23.02.2018 07:00 - 23.02.2018 08:00 (CET/CEST)","2615",""
"23.02.2018 08:00 - 23.02.2018 09:00 (CET/CEST)","2620",""
"23.02.2018 09:00 - 23.02.2018 10:00 (CET/CEST)","2683",""
"23.02.2018 10:00 - 23.02.2018 11:00 (CET/CEST)","2735",""
"23.02.2018 11:00 - 23.02.2018 12:00 (CET/CEST)","2777",""
"23.02.2018 12:00 - 23.02.2018 13:00 (CET/CEST)","2760",""
"23.02.2018 13:00 - 23.02.2018 14:00 (CET/CEST)","2675",""
"23.02.2018 14:00 - 23.02.2018 15:00 (CET/CEST)","2588",""
"23.02.2018 15:00 - 23.02.2018 16:00 (CET/CEST)","2443",""
"23.02.2018 16:00 - 23.02.2018 17:00 (CET/CEST)","2396",""
"23.02.2018 17:00 - 23.02.2018 18:00 (CET/CEST)","2396",""
"23.02.2018 18:00 - 23.02.2018 19:00 (CET/CEST)","2447",""
"23.02.2018 19:00 - 23.02.2018 20:00 (CET/CEST)","2465",""
"23.02.2018 20:00 - 23.02.2018 21:00 (CET/CEST)","2486",""
"23.02.2018 21:00 - 23.02.2018 22:00 (CET/CEST)","2446",""
"23.02.2018 22:00 - 23.02.2018 23:00 (CET/CEST)","2123",""
"23.02.2018 23:00 - 24.02.2018 00:00 (CET/CEST)","2153",""
"24.02.2018 00:00 - 24.02.2018 01:00 (CET/CEST)","2262",""
"24.02.2018 01:00 - 24.02.2018 02:00 (CET/CEST)","2278",""
"24.02.2018 02:00 - 24.02.2018 03:00 (CET/CEST)","2173",""
"24.02.2018 03:00 - 24.02.2018 04:00 (CET/CEST)","2235",""
"24.02.2018 04:00 - 24.02.2018 05:00 (CET/CEST)","2402",""
"24.02.2018 05:00 - 24.02.2018 06:00 (CET/CEST)","2409",""
"24.02.2018 06:00 - 24.02.2018 07:00 (CET/CEST)","2621",""
"24.02.2018 07:00 - 24.02.2018 08:00 (CET/CEST)","2870",""
"24.02.2018 08:00 - 24.02.2018 09:00 (CET/CEST)","2730",""
"24.02.2018 09:00 - 24.02.2018 10:00 (CET/CEST)","2747",""
"24.02.2018 10:00 - 24.02.2018 11:00 (CET/CEST)","2694",""
"24.02.2018 11:00 - 24.02.2018 12:00 (CET/CEST)","2794",""
"24.02.2018 12:00 - 24.02.2018 13:00 (CET/CEST)","2664",""
"24.02.2018 13:00 - 24.02.2018 14:00 (CET/CEST)","2540",""
"24.02.2018 14:00 - 24.02.2018 15:00 (CET/CEST)","2498",""
"24.02.2018 15:00 - 24.02.2018 16:00 (CET/CEST)","2388",""
"24.02.2018 16:00 - 24.02.2018 17:00 (CET/CEST)","2331",""
"24.02.2018 17:00 - 24.02.2018 18:00 (CET/CEST)","2411",""
"24.02.2018 18:00 - 24.02.2018 19:00 (CET/CEST)","2404",""
"24.02.2018 19:00 - 24.02.2018 20:00 (CET/CEST)","2364",""
"24.02.2018 20:00 - 24.02.2018 21:00 (CET/CEST)","2216",""
"24.02.2018 21:00 - 24.02.2018 22:00 (CET/CEST)","2153",""
"24.02.2018 22:00 - 24.02.2018 23:00 (CET/CEST)","2076",""
"24.02.2018 23:00 - 25.02.2018 00:00 (CET/CEST)","1900",""
"25.02.2018 00:00 - 25.02.2018 01:00 (CET/CEST)","1810",""
"25.02.2018 01:00 - 25.02.2018 02:00 (CET/CEST)","1896",""
"25.02.2018 02:00 - 25.02.2018 03:00 (CET/CEST)","1858",""
"25.02.2018 03:00 - 25.02.2018 04:00 (CET/CEST)","1782",""
"25.02.2018 04:00 - 25.02.2018 05:00 (CET/CEST)","1819",""
"25.02.2018 05:00 - 25.02.2018 06:00 (CET/CEST)","1879",""
"25.02.2018 06:00 - 25.02.2018 07:00 (CET/CEST)","2073",""
"25.02.2018 07:00 - 25.02.2018 08:00 (CET/CEST)","2194",""
"25.02.2018 08:00 - 25.02.2018 09:00 (CET/CEST)","2450",""
"25.02.2018 09:00 - 25.02.2018 10:00 (CET/CEST)","2707",""
"25.02.2018 10:00 - 25.02.2018 11:00 (CET/CEST)","2858",""
"25.02.2018 11:00 - 25.02.2018 12:00 (CET/CEST)","2842",""
"25.02.2018 12:00 - 25.02.2018 13:00 (CET/CEST)","2907",""
"25.02.2018 13:00 - 25.02.2018 14:00 (CET/CEST)","2976",""
"25.02.2018 14:00 - 25.02.2018 15:00 (CET/CEST)","2994",""
"25.02.2018 15:00 - 25.02.2018 16:00 (CET/CEST)","3076",""
"25.02.2018 16:00 - 25.02.2018 17:00 (CET/CEST)","3364",""
"25.02.2018 17:00 - 25.02.2018 18:00 (CET/CEST)","3720",""
"25.02.2018 18:00 - 25.02.2018 19:00 (CET/CEST)","3658",""
"25.02.2018 19:00 - 25.02.2018 20:00 (CET/CEST)","3647",""
"25.02.2018 20:00 - 25.02.2018 21:00 (CET/CEST)","3441",""
"25.02.2018 21:00 - 25.02.2018 22:00 (CET/CEST)","3324",""
"25.02.2018 22:00 - 25.02.2018 23:00 (CET/CEST)","3287",""
"25.02.2018 23:00 - 26.02.2018 00:00 (CET/CEST)","3251",""
"26.02.2018 00:00 - 26.02.2018 01:00 (CET/CEST)","3163",""
"26.02.2018 01:00 - 26.02.2018 02:00 (CET/CEST)","3284",""
"26.02.2018 02:00 - 26.02.2018 03:00 (CET/CEST)","3258",""
"26.02.2018 03:00 - 26.02.2018 04:00 (CET/CEST)","3184",""
"26.02.2018 04:00 - 26.02.2018 05:00 (CET/CEST)","3088",""
"26.02.2018 05:00 - 26.02.2018 06:00 (CET/CEST)","3163",""
"26.02.2018 06:00 - 26.02.2018 07:00 (CET/CEST)","3533",""
"26.02.2018 07:00 - 26.02.2018 08:00 (CET/CEST)","3975",""
"26.02.2018 08:00 - 26.02.2018 09:00 (CET/CEST)","4005",""
"26.02.2018 09:00 - 26.02.2018 10:00 (CET/CEST)","4129",""
"26.02.2018 10:00 - 26.02.2018 11:00 (CET/CEST)","4307",""
"26.02.2018 11:00 - 26.02.2018 12:00 (CET/CEST)","4334",""
"26.02.2018 12:00 - 26.02.2018 13:00 (CET/CEST)","3991",""
"26.02.2018 13:00 - 26.02.2018 14:00 (CET/CEST)","3844",""
"26.02.2018 14:00 - 26.02.2018 15:00 (CET/CEST)","3938",""
"26.02.2018 15:00 - 26.02.2018 16:00 (CET/CEST)","4126",""
"26.02.2018 16:00 - 26.02.2018 17:00 (CET/CEST)","3865",""
"26.02.2018 17:00 - 26.02.2018 18:00 (CET/CEST)","4175",""
"26.02.2018 18:00 - 26.02.2018 19:00 (CET/CEST)","3493",""
"26.02.2018 19:00 - 26.02.2018 20:00 (CET/CEST)","3743",""
"26.02.2018 20:00 - 26.02.2018 21:00 (CET/CEST)","3572",""
"26.02.2018 21:00 - 26.02.2018 22:00 (CET/CEST)","3513",""
"26.02.2018 22:00 - 26.02.2018 23:00 (CET/CEST)","3355",""
"26.02.2018 23:00 - 27.02.2018 00:00 (CET/CEST)","3554",""
"27.02.2018 00:00 - 27.02.2018 01:00 (CET/CEST)","3788",""
"27.02.2018 01:00 - 27.02.2018 02:00 (CET/CEST)","3949",""
"27.02.2018 02:00 - 27.02.2018 03:00 (CET/CEST)","3758",""
"27.02.2018 03:00 - 27.02.2018 04:00 (CET/CEST)","3790",""
"27.02.2018 04:00 - 27.02.2018 05:00 (CET/CEST)","4113",""
"27.02.2018 05:00 - 27.02.2018 06:00 (CET/CEST)","4530",""
"27.02.2018 06:00 - 27.02.2018 07:00 (CET/CEST)","4863",""
"27.02.2018 07:00 - 27.02.2018 08:00 (CET/CEST)","5076",""
"27.02.2018 08:00 - 27.02.2018 09:00 (CET/CEST)","5077",""
"27.02.2018 09:00 - 27.02.2018 10:00 (CET/CEST)","5335",""
"27.02.2018 10:00 - 27.02.2018 11:00 (CET/CEST)","5544",""
"27.02.2018 11:00 - 27.02.2018 12:00 (CET/CEST)","5667",""
"27.02.2018 12:00 - 27.02.2018 13:00 (CET/CEST)","5446",""
"27.02.2018 13:00 - 27.02.2018 14:00 (CET/CEST)","5524",""
"27.02.2018 14:00 - 27.02.2018 15:00 (CET/CEST)","5378",""
"27.02.2018 15:00 - 27.02.2018 16:00 (CET/CEST)","5467",""
"27.02.2018 16:00 - 27.02.2018 17:00 (CET/CEST)","5160",""
"27.02.2018 17:00 - 27.02.2018 18:00 (CET/CEST)","5123",""
"27.02.2018 18:00 - 27.02.2018 19:00 (CET/CEST)","5304",""
"27.02.2018 19:00 - 27.02.2018 20:00 (CET/CEST)","5719",""
"27.02.2018 20:00 - 27.02.2018 21:00 (CET/CEST)","5423",""
"27.02.2018 21:00 - 27.02.2018 22:00 (CET/CEST)","5496",""
"27.02.2018 22:00 - 27.02.2018 23:00 (CET/CEST)","5111",""
"27.02.2018 23:00 - 28.02.2018 00:00 (CET/CEST)","5113",""
"28.02.2018 00:00 - 28.02.2018 01:00 (CET/CEST)","4917",""
"28.02.2018 01:00 - 28.02.2018 02:00 (CET/CEST)","4909",""
"28.02.2018 02:00 - 28.02.2018 03:00 (CET/CEST)","4871",""
"28.02.2018 03:00 - 28.02.2018 04:00 (CET/CEST)","4823",""
"28.02.2018 04:00 - 28.02.2018 05:00 (CET/CEST)","4856",""
"28.02.2018 05:00 - 28.02.2018 06:00 (CET/CEST)","4726",""
"28.02.2018 06:00 - 28.02.2018 07:00 (CET/CEST)","5373",""
"28.02.2018 07:00 - 28.02.2018 08:00 (CET/CEST)","5297",""
"28.02.2018 08:00 - 28.02.2018 09:00 (CET/CEST)","5449",""
"28.02.2018 09:00 - 28.02.2018 10:00 (CET/CEST)","5481",""
"28.02.2018 10:00 - 28.02.2018 11:00 (CET/CEST)","4831",""
"28.02.2018 11:00 - 28.02.2018 12:00 (CET/CEST)","4610",""
"28.02.2018 12:00 - 28.02.2018 13:00 (CET/CEST)","4703",""
"28.02.2018 13:00 - 28.02.2018 14:00 (CET/CEST)","4930",""
"28.02.2018 14:00 - 28.02.2018 15:00 (CET/CEST)","4863",""
"28.02.2018 15:00 - 28.02.2018 16:00 (CET/CEST)","4780",""
"28.02.2018 16:00 - 28.02.2018 17:00 (CET/CEST)","4723",""
"28.02.2018 17:00 - 28.02.2018 18:00 (CET/CEST)","4700",""
"28.02.2018 18:00 - 28.02.2018 19:00 (CET/CEST)","4601",""
"28.02.2018 19:00 - 28.02.2018 20:00 (CET/CEST)","4672",""
"28.02.2018 20:00 - 28.02.2018 21:00 (CET/CEST)","4768",""
"28.02.2018 21:00 - 28.02.2018 22:00 (CET/CEST)","4527",""
"28.02.2018 22:00 - 28.02.2018 23:00 (CET/CEST)","4404",""
"28.02.2018 23:00 - 01.03.2018 00:00 (CET/CEST)","4467",""
"01.03.2018 00:00 - 01.03.2018 01:00 (CET/CEST)","4564",""
"01.03.2018 01:00 - 01.03.2018 02:00 (CET/CEST)","4440",""
"01.03.2018 02:00 - 01.03.2018 03:00 (CET/CEST)","4209",""
"01.03.2018 03:00 - 01.03.2018 04:00 (CET/CEST)","4269",""
"01.03.2018 04:00 - 01.03.2018 05:00 (CET/CEST)","4338",""
"01.03.2018 05:00 - 01.03.2018 06:00 (CET/CEST)","4405",""
"01.03.2018 06:00 - 01.03.2018 07:00 (CET/CEST)","4506",""
"01.03.2018 07:00 - 01.03.2018 08:00 (CET/CEST)","4782",""
"01.03.2018 08:00 - 01.03.2018 09:00 (CET/CEST)","5135",""
