"MTU","Scheduled Generation [MW] (D) - BZN|DK1","Scheduled Consumption [MW] (D) - BZN|DK1"
"26.06.2017 20:00 - 26.06.2017 21:00 (CET/CEST)","2739",""
"26.06.2017 21:00 - 26.06.2017 22:00 (CET/CEST)","2496",""
"26.06.2017 22:00 - 26.06.2017 23:00 (CET/CEST)","2332",""
"26.06.2017 23:00 - 27.06.2017 00:00 (CET/CEST)","2249",""
"27.06.2017 00:00 - 27.06.2017 01:00 (CET/CEST)","2126",""
"27.06.2017 01:00 - 27.06.2017 02:00 (CET/CEST)","1979",""
"27.06.2017 02:00 - 27.06.2017 03:00 (CET/CEST)","1804",""
"27.06.2017 03:00 - 27.06.2017 04:00 (CET/CEST)","1624",""
"27.06.2017 04:00 - 27.06.2017 05:00 (CET/CEST)","1455",""
"27.06.2017 05:00 - 27.06.2017 06:00 (CET/CEST)","1309",""
"27.06.2017 06:00 - 27.06.2017 07:00 (CET/CEST)","1221",""
"27.06.2017 07:00 - 27.06.2017 08:00 (CET/CEST)","1399",""
"27.06.2017 08:00 - 27.06.2017 09:00 (CET/CEST)","1475",""
"27.06.2017 09:00 - 27.06.2017 10:00 (CET/CEST)","1344",""
"27.06.2017 10:00 - 27.06.2017 11:00 (CET/CEST)","1269",""
"27.06.2017 11:00 - 27.06.2017 12:00 (CET/CEST)","1157",""
"27.06.2017 12:00 - 27.06.2017 13:00 (CET/CEST)","1022",""
"27.06.2017 13:00 - 27.06.2017 14:00 (CET/CEST)","939",""
"27.06.2017 14:00 - 27.06.2017 15:00 (CET/CEST)","833",""
"27.06.2017 15:00 - 27.06.2017 16:00 (CET/CEST)","723",""
"27.06.2017 16:00 - 27.06.2017 17:00 (CET/CEST)","646",""
"27.06.2017 17:00 - 27.06.2017 18:00 (CET/CEST)","618",""
"27.06.2017 18:00 - 27.06.2017 19:00 (CET/CEST)","533",""
"27.06.2017 19:00 - 27.06.2017 20:00 (CET/CEST)","453",""
"27.06.2017 20:00 - 27.06.2017 21:00 (CET/CEST)","361",""
"27.06.2017 21:00 - 27.06.2017 22:00 (CET/CEST)","274",""
"27.06.2017 22:00 - 27.06.2017 23:00 (CET/CEST)","280",""
"27.06.2017 23:00 - 28.06.2017 00:00 (CET/CEST)","299",""
"28.06.2017 00:00 - 28.06.2017 01:00 (CET/CEST)","307",""
"28.06.2017 01:00 - 28.06.2017 02:00 (CET/CEST)","349",""
"28.06.2017 02:00 - 28.06.2017 03:00 (CET/CEST)","362",""
"28.06.2017 03:00 - 28.06.2017 04:00 (CET/CEST)","414",""
"28.06.2017 04:00 - 28.06.2017 05:00 (CET/CEST)","457",""
"28.06.2017 05:00 - 28.06.2017 06:00 (CET/CEST)","558",""
"28.06.2017 06:00 - 28.06.2017 07:00 (CET/CEST)","620",""
"28.06.2017 07:00 - 28.06.2017 08:00 (CET/CEST)","798",""
"28.06.2017 08:00 - 28.06.2017 09:00 (CET/CEST)","1016",""
"28.06.2017 09:00 - 28.06.2017 10:00 (CET/CEST)","1284",""
"28.06.2017 10:00 - 28.06.2017 11:00 (CET/CEST)","1447",""
"28.06.2017 11:00 - 28.06.2017 12:00 (CET/CEST)","1555",""
"28.06.2017 12:00 - 28.06.2017 13:00 (CET/CEST)","1688",""
"28.06.2017 13:00 - 28.06.2017 14:00 (CET/CEST)","1784",""
"28.06.2017 14:00 - 28.06.2017 15:00 (CET/CEST)","1985",""
"28.06.2017 15:00 - 28.06.2017 16:00 (CET/CEST)","1969",""
"28.06.2017 16:00 - 28.06.2017 17:00 (CET/CEST)","2181",""
"28.06.2017 17:00 - 28.06.2017 18:00 (CET/CEST)","2382",""
"28.06.2017 18:00 - 28.06.2017 19:00 (CET/CEST)","2460",""
"28.06.2017 19:00 - 28.06.2017 20:00 (CET/CEST)","2407",""
"28.06.2017 20:00 - 28.06.2017 21:00 (CET/CEST)","2375",""
"28.06.2017 21:00 - 28.06.2017 22:00 (CET/CEST)","2451",""
"28.06.2017 22:00 - 28.06.2017 23:00 (CET/CEST)","2559",""
"28.06.2017 23:00 - 29.06.2017 00:00 (CET/CEST)","2710",""
"29.06.2017 00:00 - 29.06.2017 01:00 (CET/CEST)","2830",""
"29.06.2017 01:00 - 29.06.2017 02:00 (CET/CEST)","2805",""
"29.06.2017 02:00 - 29.06.2017 03:00 (CET/CEST)","2712",""
"29.06.2017 03:00 - 29.06.2017 04:00 (CET/CEST)","2589",""
"29.06.2017 04:00 - 29.06.2017 05:00 (CET/CEST)","2450",""
"29.06.2017 05:00 - 29.06.2017 06:00 (CET/CEST)","2321",""
"29.06.2017 06:00 - 29.06.2017 07:00 (CET/CEST)","2181",""
"29.06.2017 07:00 - 29.06.2017 08:00 (CET/CEST)","2155",""
"29.06.2017 08:00 - 29.06.2017 09:00 (CET/CEST)","2166",""
"29.06.2017 09:00 - 29.06.2017 10:00 (CET/CEST)","2182",""
"29.06.2017 10:00 - 29.06.2017 11:00 (CET/CEST)","2101",""
"29.06.2017 11:00 - 29.06.2017 12:00 (CET/CEST)","2007",""
"29.06.2017 12:00 - 29.06.2017 13:00 (CET/CEST)","1972",""
"29.06.2017 13:00 - 29.06.2017 14:00 (CET/CEST)","1858",""
"29.06.2017 14:00 - 29.06.2017 15:00 (CET/CEST)","1581",""
"29.06.2017 15:00 - 29.06.2017 16:00 (CET/CEST)","1476",""
"29.06.2017 16:00 - 29.06.2017 17:00 (CET/CEST)","1471",""
"29.06.2017 17:00 - 29.06.2017 18:00 (CET/CEST)","1326",""
"29.06.2017 18:00 - 29.06.2017 19:00 (CET/CEST)","1307",""
"29.06.2017 19:00 - 29.06.2017 20:00 (CET/CEST)","1321",""
"29.06.2017 20:00 - 29.06.2017 21:00 (CET/CEST)","1296",""
"29.06.2017 21:00 - 29.06.2017 22:00 (CET/CEST)","1244",""
"29.06.2017 22:00 - 29.06.2017 23:00 (CET/CEST)","1399",""
"29.06.2017 23:00 - 30.06.2017 00:00 (CET/CEST)","1245",""
"30.06.2017 00:00 - 30.06.2017 01:00 (CET/CEST)","1292",""
"30.06.2017 01:00 - 30.06.2017 02:00 (CET/CEST)","1500",""
"30.06.2017 02:00 - 30.06.2017 03:00 (CET/CEST)","1590",""
"30.06.2017 03:00 - 30.06.2017 04:00 (CET/CEST)","1605",""
"30.06.2017 04:00 - 30.06.2017 05:00 (CET/CEST)","1632",""
"30.06.2017 05:00 - 30.06.2017 06:00 (CET/CEST)","1699",""
"30.06.2017 06:00 - 30.06.2017 07:00 (CET/CEST)","1748",""
"30.06.2017 07:00 - 30.06.2017 08:00 (CET/CEST)","1780",""
"30.06.2017 08:00 - 30.06.2017 09:00 (CET/CEST)","1798",""
"30.06.2017 09:00 - 30.06.2017 10:00 (CET/CEST)","1901",""
"30.06.2017 10:00 - 30.06.2017 11:00 (CET/CEST)","1827",""
"30.06.2017 11:00 - 30.06.2017 12:00 (CET/CEST)","1785",""
"30.06.2017 12:00 - 30.06.2017 13:00 (CET/CEST)","1748",""
"30.06.2017 13:00 - 30.06.2017 14:00 (CET/CEST)","1747",""
"30.06.2017 14:00 - 30.06.2017 15:00 (CET/CEST)","1469",""
"30.06.2017 15:00 - 30.06.2017 16:00 (CET/CEST)","1368",""
"30.06.2017 16:00 - 30.06.2017 17:00 (CET/CEST)","1342",""
"30.06.2017 17:00 - 30.06.2017 18:00 (CET/CEST)","1210",""
"30.06.2017 18:00 - 30.06.2017 19:00 (CET/CEST)","1283",""
"30.06.2017 19:00 - 30.06.2017 20:00 (CET/CEST)","1293",""
"30.06.2017 20:00 - 30.06.2017 21:00 (CET/CEST)","1253",""
"30.06.2017 21:00 - 30.06.2017 22:00 (CET/CEST)","1324",""
"30.06.2017 22:00 - 30.06.2017 23:00 (CET/CEST)","1487",""
"30.06.2017 23:00 - 01.07.2017 00:00 (CET/CEST)","1612",""
"01.07.2017 00:00 - 01.07.2017 01:00 (CET/CEST)","1631",""
"01.07.2017 01:00 - 01.07.2017 02:00 (CET/CEST)","1475",""
"01.07.2017 02:00 - 01.07.2017 03:00 (CET/CEST)","1392",""
"01.07.2017 03:00 - 01.07.2017 04:00 (CET/CEST)","1368",""
"01.07.2017 04:00 - 01.07.2017 05:00 (CET/CEST)","1286",""
"01.07.2017 05:00 - 01.07.2017 06:00 (CET/CEST)","1280",""
"01.07.2017 06:00 - 01.07.2017 07:00 (CET/CEST)","1213",""
"01.07.2017 07:00 - 01.07.2017 08:00 (CET/CEST)","1132",""
"01.07.2017 08:00 - 01.07.2017 09:00 (CET/CEST)","1042",""
"01.07.2017 09:00 - 01.07.2017 10:00 (CET/CEST)","1223",""
"01.07.2017 10:00 - 01.07.2017 11:00 (CET/CEST)","1273",""
"01.07.2017 11:00 - 01.07.2017 12:00 (CET/CEST)","1318",""
"01.07.2017 12:00 - 01.07.2017 13:00 (CET/CEST)","1407",""
"01.07.2017 13:00 - 01.07.2017 14:00 (CET/CEST)","1459",""
"01.07.2017 14:00 - 01.07.2017 15:00 (CET/CEST)","1515",""
"01.07.2017 15:00 - 01.07.2017 16:00 (CET/CEST)","1524",""
"01.07.2017 16:00 - 01.07.2017 17:00 (CET/CEST)","1588",""
"01.07.2017 17:00 - 01.07.2017 18:00 (CET/CEST)","1518",""
"01.07.2017 18:00 - 01.07.2017 19:00 (CET/CEST)","1410",""
"01.07.2017 19:00 - 01.07.2017 20:00 (CET/CEST)","1370",""
"01.07.2017 20:00 - 01.07.2017 21:00 (CET/CEST)","1490",""
"01.07.2017 21:00 - 01.07.2017 22:00 (CET/CEST)","1450",""
"01.07.2017 22:00 - 01.07.2017 23:00 (CET/CEST)","1474",""
"01.07.2017 23:00 - 02.07.2017 00:00 (CET/CEST)","1639",""
"02.07.2017 00:00 - 02.07.2017 01:00 (CET/CEST)","1692",""
"02.07.2017 01:00 - 02.07.2017 02:00 (CET/CEST)","1576",""
"02.07.2017 02:00 - 02.07.2017 03:00 (CET/CEST)","1523",""
"02.07.2017 03:00 - 02.07.2017 04:00 (CET/CEST)","1470",""
"02.07.2017 04:00 - 02.07.2017 05:00 (CET/CEST)","1598",""
"02.07.2017 05:00 - 02.07.2017 06:00 (CET/CEST)","1752",""
"02.07.2017 06:00 - 02.07.2017 07:00 (CET/CEST)","1798",""
"02.07.2017 07:00 - 02.07.2017 08:00 (CET/CEST)","1805",""
"02.07.2017 08:00 - 02.07.2017 09:00 (CET/CEST)","1919",""
"02.07.2017 09:00 - 02.07.2017 10:00 (CET/CEST)","2057",""
"02.07.2017 10:00 - 02.07.2017 11:00 (CET/CEST)","2546",""
"02.07.2017 11:00 - 02.07.2017 12:00 (CET/CEST)","3004",""
"02.07.2017 12:00 - 02.07.2017 13:00 (CET/CEST)","3163",""
"02.07.2017 13:00 - 02.07.2017 14:00 (CET/CEST)","3292",""
"02.07.2017 14:00 - 02.07.2017 15:00 (CET/CEST)","3462",""
"02.07.2017 15:00 - 02.07.2017 16:00 (CET/CEST)","3543",""
"02.07.2017 16:00 - 02.07.2017 17:00 (CET/CEST)","3539",""
"02.07.2017 17:00 - 02.07.2017 18:00 (CET/CEST)","3509",""
"02.07.2017 18:00 - 02.07.2017 19:00 (CET/CEST)","3421",""
"02.07.2017 19:00 - 02.07.2017 20:00 (CET/CEST)","3339",""
"02.07.2017 20:00 - 02.07.2017 21:00 (CET/CEST)","3183",""
"02.07.2017 21:00 - 02.07.2017 22:00 (CET/CEST)","3009",""
"02.07.2017 22:00 - 02.07.2017 23:00 (CET/CEST)","2854",""
"02.07.2017 23:00 - 03.07.2017 00:00 (CET/CEST)","2820",""
"03.07.2017 00:00 - 03.07.2017 01:00 (CET/CEST)","2345",""
"03.07.2017 01:00 - 03.07.2017 02:00 (CET/CEST)","2641",""
"03.07.2017 02:00 - 03.07.2017 03:00 (CET/CEST)","2531",""
"03.07.2017 03:00 - 03.07.2017 04:00 (CET/CEST)","2420",""
"03.07.2017 04:00 - 03.07.2017 05:00 (CET/CEST)","2277",""
"03.07.2017 05:00 - 03.07.2017 06:00 (CET/CEST)","2111",""
"03.07.2017 06:00 - 03.07.2017 07:00 (CET/CEST)","2022",""
"03.07.2017 07:00 - 03.07.2017 08:00 (CET/CEST)","2131",""
"03.07.2017 08:00 - 03.07.2017 09:00 (CET/CEST)","2377",""
"03.07.2017 09:00 - 03.07.2017 10:00 (CET/CEST)","2510",""
"03.07.2017 10:00 - 03.07.2017 11:00 (CET/CEST)","2548",""
"03.07.2017 11:00 - 03.07.2017 12:00 (CET/CEST)","2526",""
"03.07.2017 12:00 - 03.07.2017 13:00 (CET/CEST)","2537",""
"03.07.2017 13:00 - 03.07.2017 14:00 (CET/CEST)","2491",""
"03.07.2017 14:00 - 03.07.2017 15:00 (CET/CEST)","2239",""
"03.07.2017 15:00 - 03.07.2017 16:00 (CET/CEST)","2186",""
"03.07.2017 16:00 - 03.07.2017 17:00 (CET/CEST)","2475",""
"03.07.2017 17:00 - 03.07.2017 18:00 (CET/CEST)","2507",""
"03.07.2017 18:00 - 03.07.2017 19:00 (CET/CEST)","2709",""
"03.07.2017 19:00 - 03.07.2017 20:00 (CET/CEST)","2646",""
"03.07.2017 20:00 - 03.07.2017 21:00 (CET/CEST)","2465",""
"03.07.2017 21:00 - 03.07.2017 22:00 (CET/CEST)","2286",""
"03.07.2017 22:00 - 03.07.2017 23:00 (CET/CEST)","2217",""
"03.07.2017 23:00 - 04.07.2017 00:00 (CET/CEST)","2303",""
"04.07.2017 00:00 - 04.07.2017 01:00 (CET/CEST)","2362",""
"04.07.2017 01:00 - 04.07.2017 02:00 (CET/CEST)","2411",""
"04.07.2017 02:00 - 04.07.2017 03:00 (CET/CEST)","2414",""
"04.07.2017 03:00 - 04.07.2017 04:00 (CET/CEST)","2441",""
"04.07.2017 04:00 - 04.07.2017 05:00 (CET/CEST)","2300",""
"04.07.2017 05:00 - 04.07.2017 06:00 (CET/CEST)","2066",""
"04.07.2017 06:00 - 04.07.2017 07:00 (CET/CEST)","1966",""
"04.07.2017 07:00 - 04.07.2017 08:00 (CET/CEST)","1950",""
"04.07.2017 08:00 - 04.07.2017 09:00 (CET/CEST)","2013",""
"04.07.2017 09:00 - 04.07.2017 10:00 (CET/CEST)","2010",""
"04.07.2017 10:00 - 04.07.2017 11:00 (CET/CEST)","1837",""
"04.07.2017 11:00 - 04.07.2017 12:00 (CET/CEST)","1886",""
"04.07.2017 12:00 - 04.07.2017 13:00 (CET/CEST)","1726",""
"04.07.2017 13:00 - 04.07.2017 14:00 (CET/CEST)","1921",""
"04.07.2017 14:00 - 04.07.2017 15:00 (CET/CEST)","2014",""
"04.07.2017 15:00 - 04.07.2017 16:00 (CET/CEST)","2049",""
"04.07.2017 16:00 - 04.07.2017 17:00 (CET/CEST)","2058",""
"04.07.2017 17:00 - 04.07.2017 18:00 (CET/CEST)","2075",""
"04.07.2017 18:00 - 04.07.2017 19:00 (CET/CEST)","1989",""
"04.07.2017 19:00 - 04.07.2017 20:00 (CET/CEST)","1768",""
"04.07.2017 20:00 - 04.07.2017 21:00 (CET/CEST)","1506",""
"04.07.2017 21:00 - 04.07.2017 22:00 (CET/CEST)","1333",""
"04.07.2017 22:00 - 04.07.2017 23:00 (CET/CEST)","1169",""
"04.07.2017 23:00 - 05.07.2017 00:00 (CET/CEST)","1087",""
"05.07.2017 00:00 - 05.07.2017 01:00 (CET/CEST)","1026",""
"05.07.2017 01:00 - 05.07.2017 02:00 (CET/CEST)","974",""
"05.07.2017 02:00 - 05.07.2017 03:00 (CET/CEST)","966",""
"05.07.2017 03:00 - 05.07.2017 04:00 (CET/CEST)","1027",""
"05.07.2017 04:00 - 05.07.2017 05:00 (CET/CEST)","1059",""
"05.07.2017 05:00 - 05.07.2017 06:00 (CET/CEST)","1096",""
"05.07.2017 06:00 - 05.07.2017 07:00 (CET/CEST)","1307",""
"05.07.2017 07:00 - 05.07.2017 08:00 (CET/CEST)","1446",""
"05.07.2017 08:00 - 05.07.2017 09:00 (CET/CEST)","1468",""
"05.07.2017 09:00 - 05.07.2017 10:00 (CET/CEST)","1549",""
"05.07.2017 10:00 - 05.07.2017 11:00 (CET/CEST)","1523",""
"05.07.2017 11:00 - 05.07.2017 12:00 (CET/CEST)","1547",""
"05.07.2017 12:00 - 05.07.2017 13:00 (CET/CEST)","1598",""
"05.07.2017 13:00 - 05.07.2017 14:00 (CET/CEST)","1673",""
"05.07.2017 14:00 - 05.07.2017 15:00 (CET/CEST)","1713",""
"05.07.2017 15:00 - 05.07.2017 16:00 (CET/CEST)","1778",""
"05.07.2017 16:00 - 05.07.2017 17:00 (CET/CEST)","1793",""
"05.07.2017 17:00 - 05.07.2017 18:00 (CET/CEST)","1662",""
"05.07.2017 18:00 - 05.07.2017 19:00 (CET/CEST)","1619",""
"05.07.2017 19:00 - 05.07.2017 20:00 (CET/CEST)","1582",""
"05.07.2017 20:00 - 05.07.2017 21:00 (CET/CEST)","1393",""
"05.07.2017 21:00 - 05.07.2017 22:00 (CET/CEST)","1260",""
"05.07.2017 22:00 - 05.07.2017 23:00 (CET/CEST)","1247",""
"05.07.2017 23:00 - 06.07.2017 00:00 (CET/CEST)","1153",""
"06.07.2017 00:00 - 06.07.2017 01:00 (CET/CEST)","860",""
"06.07.2017 01:00 - 06.07.2017 02:00 (CET/CEST)","650",""
"06.07.2017 02:00 - 06.07.2017 03:00 (CET/CEST)","669",""
"06.07.2017 03:00 - 06.07.2017 04:00 (CET/CEST)","696",""
"06.07.2017 04:00 - 06.07.2017 05:00 (CET/CEST)","741",""
"06.07.2017 05:00 - 06.07.2017 06:00 (CET/CEST)","758",""
"06.07.2017 06:00 - 06.07.2017 07:00 (CET/CEST)","1016",""
"06.07.2017 07:00 - 06.07.2017 08:00 (CET/CEST)","1285",""
"06.07.2017 08:00 - 06.07.2017 09:00 (CET/CEST)","1037",""
"06.07.2017 09:00 - 06.07.2017 10:00 (CET/CEST)","1170",""
"06.07.2017 10:00 - 06.07.2017 11:00 (CET/CEST)","1366",""
"06.07.2017 11:00 - 06.07.2017 12:00 (CET/CEST)","1441",""
"06.07.2017 12:00 - 06.07.2017 13:00 (CET/CEST)","1470",""
"06.07.2017 13:00 - 06.07.2017 14:00 (CET/CEST)","1439",""
"06.07.2017 14:00 - 06.07.2017 15:00 (CET/CEST)","1455",""
"06.07.2017 15:00 - 06.07.2017 16:00 (CET/CEST)","1497",""
"06.07.2017 16:00 - 06.07.2017 17:00 (CET/CEST)","1479",""
"06.07.2017 17:00 - 06.07.2017 18:00 (CET/CEST)","1395",""
"06.07.2017 18:00 - 06.07.2017 19:00 (CET/CEST)","1324",""
"06.07.2017 19:00 - 06.07.2017 20:00 (CET/CEST)","1238",""
"06.07.2017 20:00 - 06.07.2017 21:00 (CET/CEST)","1125",""
"06.07.2017 21:00 - 06.07.2017 22:00 (CET/CEST)","1034",""
"06.07.2017 22:00 - 06.07.2017 23:00 (CET/CEST)","837",""
"06.07.2017 23:00 - 07.07.2017 00:00 (CET/CEST)","553",""
"07.07.2017 00:00 - 07.07.2017 01:00 (CET/CEST)","456",""
"07.07.2017 01:00 - 07.07.2017 02:00 (CET/CEST)","377",""
"07.07.2017 02:00 - 07.07.2017 03:00 (CET/CEST)","454",""
"07.07.2017 03:00 - 07.07.2017 04:00 (CET/CEST)","506",""
"07.07.2017 04:00 - 07.07.2017 05:00 (CET/CEST)","536",""
"07.07.2017 05:00 - 07.07.2017 06:00 (CET/CEST)","581",""
"07.07.2017 06:00 - 07.07.2017 07:00 (CET/CEST)","778",""
"07.07.2017 07:00 - 07.07.2017 08:00 (CET/CEST)","1193",""
"07.07.2017 08:00 - 07.07.2017 09:00 (CET/CEST)","1259",""
"07.07.2017 09:00 - 07.07.2017 10:00 (CET/CEST)","1330",""
"07.07.2017 10:00 - 07.07.2017 11:00 (CET/CEST)","1336",""
"07.07.2017 11:00 - 07.07.2017 12:00 (CET/CEST)","1292",""
"07.07.2017 12:00 - 07.07.2017 13:00 (CET/CEST)","1269",""
"07.07.2017 13:00 - 07.07.2017 14:00 (CET/CEST)","1274",""
"07.07.2017 14:00 - 07.07.2017 15:00 (CET/CEST)","977",""
"07.07.2017 15:00 - 07.07.2017 16:00 (CET/CEST)","1031",""
"07.07.2017 16:00 - 07.07.2017 17:00 (CET/CEST)","980",""
"07.07.2017 17:00 - 07.07.2017 18:00 (CET/CEST)","1187",""
"07.07.2017 18:00 - 07.07.2017 19:00 (CET/CEST)","1168",""
"07.07.2017 19:00 - 07.07.2017 20:00 (CET/CEST)","1116",""
"07.07.2017 20:00 - 07.07.2017 21:00 (CET/CEST)","1054",""
"07.07.2017 21:00 - 07.07.2017 22:00 (CET/CEST)","1031",""
"07.07.2017 22:00 - 07.07.2017 23:00 (CET/CEST)","1017",""
"07.07.2017 23:00 - 08.07.2017 00:00 (CET/CEST)","974",""
"08.07.2017 00:00 - 08.07.2017 01:00 (CET/CEST)","844",""
"08.07.2017 01:00 - 08.07.2017 02:00 (CET/CEST)","543",""
"08.07.2017 02:00 - 08.07.2017 03:00 (CET/CEST)","537",""
"08.07.2017 03:00 - 08.07.2017 04:00 (CET/CEST)","699",""
"08.07.2017 04:00 - 08.07.2017 05:00 (CET/CEST)","798",""
"08.07.2017 05:00 - 08.07.2017 06:00 (CET/CEST)","779",""
"08.07.2017 06:00 - 08.07.2017 07:00 (CET/CEST)","836",""
"08.07.2017 07:00 - 08.07.2017 08:00 (CET/CEST)","899",""
"08.07.2017 08:00 - 08.07.2017 09:00 (CET/CEST)","1204",""
"08.07.2017 09:00 - 08.07.2017 10:00 (CET/CEST)","1506",""
"08.07.2017 10:00 - 08.07.2017 11:00 (CET/CEST)","1727",""
"08.07.2017 11:00 - 08.07.2017 12:00 (CET/CEST)","1892",""
"08.07.2017 12:00 - 08.07.2017 13:00 (CET/CEST)","1948",""
"08.07.2017 13:00 - 08.07.2017 14:00 (CET/CEST)","2092",""
"08.07.2017 14:00 - 08.07.2017 15:00 (CET/CEST)","2385",""
"08.07.2017 15:00 - 08.07.2017 16:00 (CET/CEST)","2550",""
"08.07.2017 16:00 - 08.07.2017 17:00 (CET/CEST)","2675",""
"08.07.2017 17:00 - 08.07.2017 18:00 (CET/CEST)","2659",""
"08.07.2017 18:00 - 08.07.2017 19:00 (CET/CEST)","2585",""
"08.07.2017 19:00 - 08.07.2017 20:00 (CET/CEST)","2563",""
"08.07.2017 20:00 - 08.07.2017 21:00 (CET/CEST)","2418",""
"08.07.2017 21:00 - 08.07.2017 22:00 (CET/CEST)","2195",""
"08.07.2017 22:00 - 08.07.2017 23:00 (CET/CEST)","2041",""
"08.07.2017 23:00 - 09.07.2017 00:00 (CET/CEST)","1896",""
"09.07.2017 00:00 - 09.07.2017 01:00 (CET/CEST)","1699",""
"09.07.2017 01:00 - 09.07.2017 02:00 (CET/CEST)","1584",""
"09.07.2017 02:00 - 09.07.2017 03:00 (CET/CEST)","1498",""
"09.07.2017 03:00 - 09.07.2017 04:00 (CET/CEST)","1423",""
"09.07.2017 04:00 - 09.07.2017 05:00 (CET/CEST)","1445",""
"09.07.2017 05:00 - 09.07.2017 06:00 (CET/CEST)","1418",""
"09.07.2017 06:00 - 09.07.2017 07:00 (CET/CEST)","1385",""
"09.07.2017 07:00 - 09.07.2017 08:00 (CET/CEST)","1381",""
"09.07.2017 08:00 - 09.07.2017 09:00 (CET/CEST)","1549",""
"09.07.2017 09:00 - 09.07.2017 10:00 (CET/CEST)","1542",""
"09.07.2017 10:00 - 09.07.2017 11:00 (CET/CEST)","1320",""
"09.07.2017 11:00 - 09.07.2017 12:00 (CET/CEST)","1265",""
"09.07.2017 12:00 - 09.07.2017 13:00 (CET/CEST)","1325",""
"09.07.2017 13:00 - 09.07.2017 14:00 (CET/CEST)","1345",""
"09.07.2017 14:00 - 09.07.2017 15:00 (CET/CEST)","1288",""
"09.07.2017 15:00 - 09.07.2017 16:00 (CET/CEST)","1193",""
"09.07.2017 16:00 - 09.07.2017 17:00 (CET/CEST)","1103",""
"09.07.2017 17:00 - 09.07.2017 18:00 (CET/CEST)","970",""
"09.07.2017 18:00 - 09.07.2017 19:00 (CET/CEST)","871",""
"09.07.2017 19:00 - 09.07.2017 20:00 (CET/CEST)","772",""
"09.07.2017 20:00 - 09.07.2017 21:00 (CET/CEST)","612",""
"09.07.2017 21:00 - 09.07.2017 22:00 (CET/CEST)","506",""
"09.07.2017 22:00 - 09.07.2017 23:00 (CET/CEST)","488",""
"09.07.2017 23:00 - 10.07.2017 00:00 (CET/CEST)","445",""
"10.07.2017 00:00 - 10.07.2017 01:00 (CET/CEST)","419",""
"10.07.2017 01:00 - 10.07.2017 02:00 (CET/CEST)","394",""
"10.07.2017 02:00 - 10.07.2017 03:00 (CET/CEST)","348",""
"10.07.2017 03:00 - 10.07.2017 04:00 (CET/CEST)","372",""
"10.07.2017 04:00 - 10.07.2017 05:00 (CET/CEST)","485",""
"10.07.2017 05:00 - 10.07.2017 06:00 (CET/CEST)","747",""
"10.07.2017 06:00 - 10.07.2017 07:00 (CET/CEST)","1088",""
"10.07.2017 07:00 - 10.07.2017 08:00 (CET/CEST)","1234",""
"10.07.2017 08:00 - 10.07.2017 09:00 (CET/CEST)","1332",""
"10.07.2017 09:00 - 10.07.2017 10:00 (CET/CEST)","1389",""
"10.07.2017 10:00 - 10.07.2017 11:00 (CET/CEST)","1375",""
"10.07.2017 11:00 - 10.07.2017 12:00 (CET/CEST)","1319",""
"10.07.2017 12:00 - 10.07.2017 13:00 (CET/CEST)","1251",""
"10.07.2017 13:00 - 10.07.2017 14:00 (CET/CEST)","1267",""
"10.07.2017 14:00 - 10.07.2017 15:00 (CET/CEST)","1221",""
"10.07.2017 15:00 - 10.07.2017 16:00 (CET/CEST)","1185",""
"10.07.2017 16:00 - 10.07.2017 17:00 (CET/CEST)","1213",""
"10.07.2017 17:00 - 10.07.2017 18:00 (CET/CEST)","1222",""
"10.07.2017 18:00 - 10.07.2017 19:00 (CET/CEST)","1188",""
"10.07.2017 19:00 - 10.07.2017 20:00 (CET/CEST)","1203",""
"10.07.2017 20:00 - 10.07.2017 21:00 (CET/CEST)","1074",""
"10.07.2017 21:00 - 10.07.2017 22:00 (CET/CEST)","993",""
"10.07.2017 22:00 - 10.07.2017 23:00 (CET/CEST)","1028",""
"10.07.2017 23:00 - 11.07.2017 00:00 (CET/CEST)","998",""
"11.07.2017 00:00 - 11.07.2017 01:00 (CET/CEST)","741",""
"11.07.2017 01:00 - 11.07.2017 02:00 (CET/CEST)","533",""
"11.07.2017 02:00 - 11.07.2017 03:00 (CET/CEST)","497",""
"11.07.2017 03:00 - 11.07.2017 04:00 (CET/CEST)","476",""
"11.07.2017 04:00 - 11.07.2017 05:00 (CET/CEST)","462",""
"11.07.2017 05:00 - 11.07.2017 06:00 (CET/CEST)","515",""
"11.07.2017 06:00 - 11.07.2017 07:00 (CET/CEST)","854",""
"11.07.2017 07:00 - 11.07.2017 08:00 (CET/CEST)","1288",""
"11.07.2017 08:00 - 11.07.2017 09:00 (CET/CEST)","1346",""
"11.07.2017 09:00 - 11.07.2017 10:00 (CET/CEST)","1416",""
"11.07.2017 10:00 - 11.07.2017 11:00 (CET/CEST)","1568",""
"11.07.2017 11:00 - 11.07.2017 12:00 (CET/CEST)","1672",""
"11.07.2017 12:00 - 11.07.2017 13:00 (CET/CEST)","1862",""
"11.07.2017 13:00 - 11.07.2017 14:00 (CET/CEST)","2054",""
"11.07.2017 14:00 - 11.07.2017 15:00 (CET/CEST)","2115",""
"11.07.2017 15:00 - 11.07.2017 16:00 (CET/CEST)","2293",""
"11.07.2017 16:00 - 11.07.2017 17:00 (CET/CEST)","2336",""
"11.07.2017 17:00 - 11.07.2017 18:00 (CET/CEST)","2314",""
"11.07.2017 18:00 - 11.07.2017 19:00 (CET/CEST)","2287",""
